"x"	"col"	"sp"	"size"	"tag"
"12709"	19147506.5	39690256	"Turaco (Otidimorphae)"	5770	"chr4"
"12710"	19162550.5	39704732	"Turaco (Otidimorphae)"	22520	"chr4"
"12711"	19183034	39722432	"Turaco (Otidimorphae)"	12214	"chr4"
"12712"	19205439	39733631.5	"Turaco (Otidimorphae)"	7147	"chr4"
"12713"	19218429.5	39745249.5	"Turaco (Otidimorphae)"	6383	"chr4"
"12714"	19231336.5	39757388	"Turaco (Otidimorphae)"	17334	"chr4"
"12715"	19245248.5	39773762.5	"Turaco (Otidimorphae)"	7303	"chr4"
"12716"	19253172.5	39782490	"Turaco (Otidimorphae)"	7732	"chr4"
"12717"	19273835.5	39803842.5	"Turaco (Otidimorphae)"	10591	"chr4"
"12718"	19284040.5	39813580	"Turaco (Otidimorphae)"	8344	"chr4"
"12719"	19291588	39821708	"Turaco (Otidimorphae)"	6026	"chr4"
"12720"	19300985.5	39831685	"Turaco (Otidimorphae)"	12740	"chr4"
"12721"	19310937.5	39842447.5	"Turaco (Otidimorphae)"	7291	"chr4"
"12722"	19332766	39864930	"Turaco (Otidimorphae)"	32276	"chr4"
"12723"	19356439.5	39887634.5	"Turaco (Otidimorphae)"	10689	"chr4"
"12724"	19367876.5	39899163	"Turaco (Otidimorphae)"	11288	"chr4"
"12725"	19390162	39914790.5	"Turaco (Otidimorphae)"	6879	"chr4"
"12726"	19404158.5	39932458	"Turaco (Otidimorphae)"	8638	"chr4"
"12727"	19412334.5	39940650.5	"Turaco (Otidimorphae)"	6121	"chr4"
"12728"	19421725.5	39950587	"Turaco (Otidimorphae)"	6896	"chr4"
"12729"	19433950	39964049.5	"Turaco (Otidimorphae)"	13341	"chr4"
"12730"	19448020	39978386.5	"Turaco (Otidimorphae)"	13407	"chr4"
"12731"	19478776	40007995	"Turaco (Otidimorphae)"	45312	"chr4"
"12732"	19516542	40050659	"Turaco (Otidimorphae)"	14208	"chr4"
"12733"	19528747	40062270.5	"Turaco (Otidimorphae)"	8491	"chr4"
"12734"	19541434.5	40074677	"Turaco (Otidimorphae)"	15520	"chr4"
"12735"	19558306	40092736.5	"Turaco (Otidimorphae)"	13059	"chr4"
"12736"	19587036.5	40120390.5	"Turaco (Otidimorphae)"	41067	"chr4"
"12737"	19616725	40144603.5	"Turaco (Otidimorphae)"	6315	"chr4"
"12738"	19638672.5	40167523	"Turaco (Otidimorphae)"	9166	"chr4"
"12739"	19651512	40180832	"Turaco (Otidimorphae)"	6782	"chr4"
"12740"	19666021.5	40196405	"Turaco (Otidimorphae)"	6908	"chr4"
"12741"	19676944	40210278	"Turaco (Otidimorphae)"	7136	"chr4"
"12742"	19695283	40229184	"Turaco (Otidimorphae)"	26674	"chr4"
"12743"	19717335	40250600.5	"Turaco (Otidimorphae)"	16159	"chr4"
"12744"	19737098.5	40272078	"Turaco (Otidimorphae)"	21614	"chr4"
"12745"	19766738.5	40302176	"Turaco (Otidimorphae)"	36168	"chr4"
"12746"	19798941	40335029.5	"Turaco (Otidimorphae)"	19729	"chr4"
"12747"	19821419.5	40360118.5	"Turaco (Otidimorphae)"	22735	"chr4"
"12748"	19836015.5	40374782.5	"Turaco (Otidimorphae)"	5047	"chr4"
"12749"	19842597.5	40381796.5	"Turaco (Otidimorphae)"	7109	"chr4"
"12750"	19852616	40392807.5	"Turaco (Otidimorphae)"	11145	"chr4"
"12751"	19867290.5	40407523	"Turaco (Otidimorphae)"	16370	"chr4"
"12752"	19883879	40424005.5	"Turaco (Otidimorphae)"	14285	"chr4"
"12753"	19896945.5	40438579	"Turaco (Otidimorphae)"	10800	"chr4"
"12754"	19911321.5	40454086.5	"Turaco (Otidimorphae)"	16921	"chr4"
"12755"	19924079.5	40468406	"Turaco (Otidimorphae)"	6628	"chr4"
"12756"	19938399	40482630	"Turaco (Otidimorphae)"	21362	"chr4"
"12757"	19985086	40519863.5	"Turaco (Otidimorphae)"	36891	"chr4"
"12758"	20015167.5	40549515.5	"Turaco (Otidimorphae)"	20009	"chr4"
"12759"	20033121.5	40567192	"Turaco (Otidimorphae)"	14786	"chr4"
"12760"	20068820.5	40602770.5	"Turaco (Otidimorphae)"	7175	"chr4"
"12761"	20139619	40673898	"Turaco (Otidimorphae)"	133504	"chr4"
"12762"	20211665.5	40745732.5	"Turaco (Otidimorphae)"	6999	"chr4"
"12763"	20223686.5	40758285	"Turaco (Otidimorphae)"	15932	"chr4"
"12764"	20249793	40785833.5	"Turaco (Otidimorphae)"	28123	"chr4"
"12765"	20298093	40834504.5	"Turaco (Otidimorphae)"	68635	"chr4"
"12766"	20344707	40882972.5	"Turaco (Otidimorphae)"	14029	"chr4"
"12767"	20355839.5	40894551.5	"Turaco (Otidimorphae)"	7701	"chr4"
"12768"	20363978.5	40902922	"Turaco (Otidimorphae)"	8584	"chr4"
"12769"	20372321	40912009	"Turaco (Otidimorphae)"	7758	"chr4"
"12770"	20381947	40921105	"Turaco (Otidimorphae)"	8894	"chr4"
"12771"	20390093	40929874	"Turaco (Otidimorphae)"	6582	"chr4"
"12772"	20405607	40945803.5	"Turaco (Otidimorphae)"	23831	"chr4"
"12773"	20452577	40996489.5	"Turaco (Otidimorphae)"	53803	"chr4"
"12774"	20484971	41028498.5	"Turaco (Otidimorphae)"	9441	"chr4"
"12775"	20493226	41036859.5	"Turaco (Otidimorphae)"	6571	"chr4"
"12776"	20508996	41052090.5	"Turaco (Otidimorphae)"	18645	"chr4"
"12777"	20534432	41077182	"Turaco (Otidimorphae)"	20122	"chr4"
"12778"	20642137	41187482	"Turaco (Otidimorphae)"	43180	"chr4"
"12779"	20666933.5	41211802	"Turaco (Otidimorphae)"	5008	"chr4"
"12780"	20690238	41238365	"Turaco (Otidimorphae)"	14166	"chr4"
"12781"	20707280	41256317.5	"Turaco (Otidimorphae)"	13015	"chr4"
"12782"	20742578.5	41281395.5	"Turaco (Otidimorphae)"	37141	"chr4"
"12783"	20776040	41315500.5	"Turaco (Otidimorphae)"	7657	"chr4"
"12784"	20800328	41338449	"Turaco (Otidimorphae)"	36810	"chr4"
"12785"	20835705	41373953.5	"Turaco (Otidimorphae)"	14835	"chr4"
"12786"	20847013.5	41385675	"Turaco (Otidimorphae)"	6418	"chr4"
"12787"	20855333.5	41396164.5	"Turaco (Otidimorphae)"	8737	"chr4"
"12788"	20919158	41446357.5	"Turaco (Otidimorphae)"	36633	"chr4"
"12789"	20946989.5	41472920	"Turaco (Otidimorphae)"	14436	"chr4"
"12790"	20969875.5	41496684.5	"Turaco (Otidimorphae)"	22127	"chr4"
"12791"	20983947.5	41510877.5	"Turaco (Otidimorphae)"	5787	"chr4"
"12792"	21000423	41527103	"Turaco (Otidimorphae)"	26128	"chr4"
"12793"	21020122	41547833.5	"Turaco (Otidimorphae)"	12437	"chr4"
"12794"	21035815.5	41563527	"Turaco (Otidimorphae)"	18342	"chr4"
"12795"	21052382	41579757	"Turaco (Otidimorphae)"	13546	"chr4"
"12796"	21065565	41595176.5	"Turaco (Otidimorphae)"	5369	"chr4"
"12797"	21078696.5	41609364	"Turaco (Otidimorphae)"	20264	"chr4"
"12798"	21108257	41637146.5	"Turaco (Otidimorphae)"	33991	"chr4"
"12799"	21142442.5	41667625.5	"Turaco (Otidimorphae)"	26379	"chr4"
"12800"	21186334	41734261.5	"Turaco (Otidimorphae)"	37883	"chr4"
"12801"	21212978	41761462.5	"Turaco (Otidimorphae)"	15031	"chr4"
"12802"	21226471	41775164.5	"Turaco (Otidimorphae)"	11671	"chr4"
"12803"	21240025	41789974	"Turaco (Otidimorphae)"	14824	"chr4"
"12804"	21260748	41808986	"Turaco (Otidimorphae)"	8810	"chr4"
"12805"	21279693	41826893.5	"Turaco (Otidimorphae)"	26353	"chr4"
"12806"	21303211.5	41848362.5	"Turaco (Otidimorphae)"	9975	"chr4"
"12807"	21312327.5	41857543	"Turaco (Otidimorphae)"	5608	"chr4"
"12808"	21318869	41866265	"Turaco (Otidimorphae)"	6428	"chr4"
"12809"	21330971	41879040	"Turaco (Otidimorphae)"	16776	"chr4"
"12810"	21354240.5	41900459.5	"Turaco (Otidimorphae)"	22401	"chr4"
"12811"	21387200.5	41930808	"Turaco (Otidimorphae)"	30456	"chr4"
"12812"	21409851.5	41957022	"Turaco (Otidimorphae)"	7864	"chr4"
"12813"	21418770	41966450.5	"Turaco (Otidimorphae)"	6111	"chr4"
"12814"	21424726.5	41975210	"Turaco (Otidimorphae)"	5450	"chr4"
"12815"	21430909.5	41983897	"Turaco (Otidimorphae)"	6950	"chr4"
"12816"	21438512	41992814.5	"Turaco (Otidimorphae)"	6425	"chr4"
"12817"	21445847.5	42000386.5	"Turaco (Otidimorphae)"	8039	"chr4"
"12818"	21453549.5	42008112	"Turaco (Otidimorphae)"	5464	"chr4"
"12819"	21466931.5	42021169	"Turaco (Otidimorphae)"	9470	"chr4"
"12820"	21478321.5	42033035	"Turaco (Otidimorphae)"	12804	"chr4"
"12821"	21489887.5	42046741	"Turaco (Otidimorphae)"	10084	"chr4"
"12822"	21506716.5	42063966.5	"Turaco (Otidimorphae)"	11701	"chr4"
"12823"	21524759	42082369	"Turaco (Otidimorphae)"	23690	"chr4"
"12824"	21539904	42097978.5	"Turaco (Otidimorphae)"	6457	"chr4"
"12825"	21549179	42107491	"Turaco (Otidimorphae)"	7514	"chr4"
"12826"	21556631.5	42115563.5	"Turaco (Otidimorphae)"	6827	"chr4"
"12827"	21566960.5	42125548.5	"Turaco (Otidimorphae)"	6883	"chr4"
"12828"	21583520.5	42136857	"Turaco (Otidimorphae)"	10954	"chr4"
"12829"	21594505.5	42148280.5	"Turaco (Otidimorphae)"	9567	"chr4"
"12830"	21606061.5	42164672.5	"Turaco (Otidimorphae)"	10917	"chr4"
"12831"	21636883.5	42194904	"Turaco (Otidimorphae)"	14286	"chr4"
"12832"	21680465.5	42240107	"Turaco (Otidimorphae)"	12312	"chr4"
"12833"	21696689.5	42258005.5	"Turaco (Otidimorphae)"	17313	"chr4"
"12834"	21736519	42317045.5	"Turaco (Otidimorphae)"	16247	"chr4"
"12835"	21749262	42328668.5	"Turaco (Otidimorphae)"	5547	"chr4"
"12836"	21763428	42342307.5	"Turaco (Otidimorphae)"	7753	"chr4"
"12837"	21770867.5	42350734	"Turaco (Otidimorphae)"	6386	"chr4"
"12838"	21793840	42378926.5	"Turaco (Otidimorphae)"	6367	"chr4"
"12839"	21806376.5	42393440	"Turaco (Otidimorphae)"	7202	"chr4"
"12840"	21819511	42407296.5	"Turaco (Otidimorphae)"	18443	"chr4"
"12841"	21856864.5	42443390	"Turaco (Otidimorphae)"	53654	"chr4"
"12842"	21903447.5	42485823.5	"Turaco (Otidimorphae)"	14821	"chr4"
"12843"	21956440.5	42539371	"Turaco (Otidimorphae)"	61248	"chr4"
"12844"	21998719	42577718	"Turaco (Otidimorphae)"	13794	"chr4"
"12845"	22050377	42633264.5	"Turaco (Otidimorphae)"	90605	"chr4"
"12846"	22144278.5	42725581.5	"Turaco (Otidimorphae)"	11295	"chr4"
"12847"	22154507	42736399	"Turaco (Otidimorphae)"	8652	"chr4"
"12848"	22176336	42757534.5	"Turaco (Otidimorphae)"	6029	"chr4"
"12849"	22189990.5	42771338	"Turaco (Otidimorphae)"	11454	"chr4"
"12850"	22205100	42795320.5	"Turaco (Otidimorphae)"	6133	"chr4"
"12851"	22214852.5	42803619	"Turaco (Otidimorphae)"	5200	"chr4"
"12852"	22248579.5	42831413.5	"Turaco (Otidimorphae)"	9959	"chr4"
"12853"	22262606	42839415.5	"Turaco (Otidimorphae)"	5959	"chr4"
"12854"	22315794	42910247	"Turaco (Otidimorphae)"	5476	"chr4"
"12855"	22329641	42924877	"Turaco (Otidimorphae)"	8752	"chr4"
"12856"	22347471	42941836.5	"Turaco (Otidimorphae)"	8989	"chr4"
"12857"	22356684.5	42953423.5	"Turaco (Otidimorphae)"	7259	"chr4"
"12858"	22365563	42962465	"Turaco (Otidimorphae)"	5514	"chr4"
"12859"	22371103	42970016	"Turaco (Otidimorphae)"	5218	"chr4"
"12860"	22378237	42976955.5	"Turaco (Otidimorphae)"	6899	"chr4"
"12861"	22429187.5	43021223	"Turaco (Otidimorphae)"	5240	"chr4"
"12862"	22449082	43045104	"Turaco (Otidimorphae)"	8656	"chr4"
"12863"	22465462	43061228.5	"Turaco (Otidimorphae)"	5967	"chr4"
"12864"	22473307.5	43069623.5	"Turaco (Otidimorphae)"	8771	"chr4"
"12865"	22488493.5	43085448	"Turaco (Otidimorphae)"	7114	"chr4"
"12866"	22507628	43101829	"Turaco (Otidimorphae)"	18840	"chr4"
"12867"	22558629.5	43154012	"Turaco (Otidimorphae)"	17530	"chr4"
"12868"	22588975	43181354.5	"Turaco (Otidimorphae)"	7711	"chr4"
"12869"	22608956	43202634	"Turaco (Otidimorphae)"	14762	"chr4"
"12870"	22626474.5	43219249	"Turaco (Otidimorphae)"	8336	"chr4"
"12871"	22643148	43237754.5	"Turaco (Otidimorphae)"	6331	"chr4"
"12872"	22658689	43256013	"Turaco (Otidimorphae)"	9184	"chr4"
"12873"	22682731	43277114.5	"Turaco (Otidimorphae)"	6455	"chr4"
"12874"	22731780	43321056.5	"Turaco (Otidimorphae)"	13151	"chr4"
"12875"	22771982	43350213.5	"Turaco (Otidimorphae)"	14691	"chr4"
"12876"	22795749	43386947.5	"Turaco (Otidimorphae)"	14169	"chr4"
"12877"	22832731	43423081.5	"Turaco (Otidimorphae)"	27195	"chr4"
"12878"	22868255	43447399.5	"Turaco (Otidimorphae)"	19301	"chr4"
"12879"	22892479	43472404	"Turaco (Otidimorphae)"	27948	"chr4"
"12880"	22909558.5	43490199	"Turaco (Otidimorphae)"	6310	"chr4"
"12881"	22921350.5	43501730	"Turaco (Otidimorphae)"	16346	"chr4"
"12882"	22935593	43517232	"Turaco (Otidimorphae)"	5688	"chr4"
"12883"	23017565	43591408	"Turaco (Otidimorphae)"	12910	"chr4"
"12884"	23030882.5	43607713	"Turaco (Otidimorphae)"	10564	"chr4"
"12885"	23044958.5	43621542	"Turaco (Otidimorphae)"	15810	"chr4"
"12886"	23056665.5	43637836	"Turaco (Otidimorphae)"	6780	"chr4"
"12887"	23074260	43658306.5	"Turaco (Otidimorphae)"	20661	"chr4"
"12888"	23088562.5	43673553	"Turaco (Otidimorphae)"	7404	"chr4"
"12889"	23095953	43681087	"Turaco (Otidimorphae)"	6586	"chr4"
"12890"	23103750	43688773	"Turaco (Otidimorphae)"	8010	"chr4"
"12891"	23111153	43696251	"Turaco (Otidimorphae)"	6482	"chr4"
"12892"	23136241	43724924.5	"Turaco (Otidimorphae)"	11103	"chr4"
"12893"	23152947.5	43741819.5	"Turaco (Otidimorphae)"	17155	"chr4"
"12894"	23169258	43757879	"Turaco (Otidimorphae)"	14342	"chr4"
"12895"	23184723	43774141	"Turaco (Otidimorphae)"	8542	"chr4"
"12896"	23194330.5	43783288	"Turaco (Otidimorphae)"	6214	"chr4"
"12897"	23220530.5	43817391.5	"Turaco (Otidimorphae)"	8725	"chr4"
"12898"	23240498.5	43836819.5	"Turaco (Otidimorphae)"	13043	"chr4"
"12899"	23266575	43859280.5	"Turaco (Otidimorphae)"	30275	"chr4"
"12900"	23301164	43900064	"Turaco (Otidimorphae)"	46878	"chr4"
"12901"	23335453.5	43939087	"Turaco (Otidimorphae)"	5750	"chr4"
"12902"	23355195	43966480.5	"Turaco (Otidimorphae)"	14347	"chr4"
"12903"	23373623	43982401.5	"Turaco (Otidimorphae)"	6151	"chr4"
"12904"	23404609	44004312	"Turaco (Otidimorphae)"	5014	"chr4"
"12905"	23411213	44012053	"Turaco (Otidimorphae)"	7650	"chr4"
"12906"	23444311	44046918.5	"Turaco (Otidimorphae)"	15685	"chr4"
"12907"	23467460.5	44071014.5	"Turaco (Otidimorphae)"	5591	"chr4"
"12908"	23491033	44098497	"Turaco (Otidimorphae)"	7316	"chr4"
"12909"	23506288.5	44116647.5	"Turaco (Otidimorphae)"	9057	"chr4"
"12910"	23518956	44126354	"Turaco (Otidimorphae)"	5100	"chr4"
"12911"	23527771	44135031.5	"Turaco (Otidimorphae)"	9699	"chr4"
"12912"	23540551.5	44148442.5	"Turaco (Otidimorphae)"	6711	"chr4"
"12913"	23630208	44227750.5	"Turaco (Otidimorphae)"	5185	"chr4"
"12914"	23660154.5	44252497	"Turaco (Otidimorphae)"	7760	"chr4"
"12915"	23676914.5	44271022.5	"Turaco (Otidimorphae)"	5757	"chr4"
"12916"	23695014	44286985.5	"Turaco (Otidimorphae)"	14165	"chr4"
"12917"	23709151.5	44297034	"Turaco (Otidimorphae)"	5446	"chr4"
"12918"	23730299	44314727.5	"Turaco (Otidimorphae)"	6793	"chr4"
"12919"	23739164.5	44323969	"Turaco (Otidimorphae)"	5306	"chr4"
"12920"	23752390.5	44331544.5	"Turaco (Otidimorphae)"	7795	"chr4"
"12921"	23761532	44340809	"Turaco (Otidimorphae)"	7528	"chr4"
"12922"	23770259	44349126	"Turaco (Otidimorphae)"	5374	"chr4"
"12923"	23776999	44354911.5	"Turaco (Otidimorphae)"	5027	"chr4"
"12924"	23792135.5	44369372.5	"Turaco (Otidimorphae)"	7817	"chr4"
"12925"	23826544.5	44405221.5	"Turaco (Otidimorphae)"	6855	"chr4"
"12926"	23867357.5	44445211.5	"Turaco (Otidimorphae)"	7113	"chr4"
"12927"	23888030.5	44467970.5	"Turaco (Otidimorphae)"	7627	"chr4"
"12928"	23929593	44501053	"Turaco (Otidimorphae)"	10612	"chr4"
"12929"	23944539	44513532	"Turaco (Otidimorphae)"	6026	"chr4"
"12930"	23976327	44545751	"Turaco (Otidimorphae)"	7206	"chr4"
"12931"	24019526	44610843.5	"Turaco (Otidimorphae)"	52949	"chr4"
"12932"	24061200.5	44645423.5	"Turaco (Otidimorphae)"	9465	"chr4"
"12933"	24105103.5	44677519	"Turaco (Otidimorphae)"	49414	"chr4"
"12934"	24167436	44729504	"Turaco (Otidimorphae)"	6590	"chr4"
"12935"	24211193	44777532	"Turaco (Otidimorphae)"	6294	"chr4"
"12936"	24220879.5	44789510.5	"Turaco (Otidimorphae)"	9951	"chr4"
"12937"	24251127	44814009.5	"Turaco (Otidimorphae)"	7669	"chr4"
"12938"	24262259.5	44825544	"Turaco (Otidimorphae)"	5992	"chr4"
"12939"	24278448	44842184.5	"Turaco (Otidimorphae)"	9305	"chr4"
"12940"	24299447.5	44858334	"Turaco (Otidimorphae)"	6382	"chr4"
"12941"	24315617	44874809.5	"Turaco (Otidimorphae)"	6643	"chr4"
"12942"	24335392	44893452	"Turaco (Otidimorphae)"	23798	"chr4"
"12943"	24352915	44911838.5	"Turaco (Otidimorphae)"	5585	"chr4"
"12944"	24367614	44928347.5	"Turaco (Otidimorphae)"	5113	"chr4"
"12945"	24402075	44963660.5	"Turaco (Otidimorphae)"	6227	"chr4"
"12946"	24418582	44981302	"Turaco (Otidimorphae)"	16918	"chr4"
"12947"	24433050.5	44995910.5	"Turaco (Otidimorphae)"	10829	"chr4"
"12948"	24444289.5	45007469	"Turaco (Otidimorphae)"	10866	"chr4"
"12949"	24458443	45021852.5	"Turaco (Otidimorphae)"	16555	"chr4"
"12950"	24479206	45040198	"Turaco (Otidimorphae)"	17818	"chr4"
"12951"	24509223.5	45053690	"Turaco (Otidimorphae)"	9166	"chr4"
"12952"	24530286.5	45072824	"Turaco (Otidimorphae)"	11434	"chr4"
"12953"	24548909.5	45093983.5	"Turaco (Otidimorphae)"	5101	"chr4"
"12954"	24560811.5	45101035.5	"Turaco (Otidimorphae)"	9003	"chr4"
"12955"	24607233	45148151.5	"Turaco (Otidimorphae)"	17605	"chr4"
"12956"	24630712.5	45170015	"Turaco (Otidimorphae)"	6838	"chr4"
"12957"	24636932.5	45177502.5	"Turaco (Otidimorphae)"	5007	"chr4"
"12958"	24650130	45188171	"Turaco (Otidimorphae)"	15054	"chr4"
"12959"	24676722.5	45202749.5	"Turaco (Otidimorphae)"	5723	"chr4"
"12960"	24692431	45219601	"Turaco (Otidimorphae)"	8424	"chr4"
"12961"	24702112	45229897.5	"Turaco (Otidimorphae)"	7519	"chr4"
"12962"	24709999	45240745.5	"Turaco (Otidimorphae)"	5307	"chr4"
"12963"	24718347	45252179	"Turaco (Otidimorphae)"	8400	"chr4"
"12964"	24729251	45344729	"Turaco (Otidimorphae)"	5304	"chr4"
"12965"	24753186.5	45371900	"Turaco (Otidimorphae)"	15792	"chr4"
"12966"	24767706	45385103.5	"Turaco (Otidimorphae)"	9909	"chr4"
"12967"	24788290	45405736	"Turaco (Otidimorphae)"	11004	"chr4"
"12968"	24799941	45417348	"Turaco (Otidimorphae)"	9192	"chr4"
"12969"	24808736.5	45426999.5	"Turaco (Otidimorphae)"	7773	"chr4"
"12970"	24848264.5	45468383.5	"Turaco (Otidimorphae)"	17303	"chr4"
"12971"	24868056.5	45488479	"Turaco (Otidimorphae)"	13188	"chr4"
"12972"	24877335	45499171.5	"Turaco (Otidimorphae)"	5225	"chr4"
"12973"	24890920	45517817.5	"Turaco (Otidimorphae)"	15215	"chr4"
"12974"	24925857.5	45554875	"Turaco (Otidimorphae)"	5286	"chr4"
"12975"	24934272	45563274.5	"Turaco (Otidimorphae)"	10007	"chr4"
"12976"	24950889.5	45581420.5	"Turaco (Otidimorphae)"	12389	"chr4"
"12977"	24965819.5	45594933.5	"Turaco (Otidimorphae)"	8009	"chr4"
"12978"	24980096	45608798	"Turaco (Otidimorphae)"	18110	"chr4"
"12979"	24994101.5	45623514.5	"Turaco (Otidimorphae)"	8561	"chr4"
"12980"	25003066	45630940.5	"Turaco (Otidimorphae)"	5151	"chr4"
"12981"	25015011	45642449	"Turaco (Otidimorphae)"	16004	"chr4"
"12982"	25037950.5	45671936	"Turaco (Otidimorphae)"	11558	"chr4"
"12983"	25046883.5	45681005.5	"Turaco (Otidimorphae)"	5157	"chr4"
"12984"	25054178	45688393	"Turaco (Otidimorphae)"	8398	"chr4"
"12985"	25066140.5	45701713	"Turaco (Otidimorphae)"	8994	"chr4"
"12986"	25081556	45721049	"Turaco (Otidimorphae)"	15810	"chr4"
"12987"	25100321.5	45740209	"Turaco (Otidimorphae)"	13458	"chr4"
"12988"	25110087.5	45752106	"Turaco (Otidimorphae)"	6106	"chr4"
"12989"	25116720	45758977	"Turaco (Otidimorphae)"	6820	"chr4"
"12990"	25127847.5	45768949.5	"Turaco (Otidimorphae)"	12675	"chr4"
"12991"	25149388.5	45785238.5	"Turaco (Otidimorphae)"	17487	"chr4"
"12992"	25164582.5	45799974.5	"Turaco (Otidimorphae)"	9691	"chr4"
"12993"	25182134	45816477	"Turaco (Otidimorphae)"	22848	"chr4"
"12994"	25200221.5	45833357.5	"Turaco (Otidimorphae)"	10263	"chr4"
"12995"	25213552	45847303	"Turaco (Otidimorphae)"	15184	"chr4"
"12996"	25227247.5	45861907	"Turaco (Otidimorphae)"	8980	"chr4"
"12997"	25239290	45870083	"Turaco (Otidimorphae)"	5154	"chr4"
"12998"	25258289	45888144	"Turaco (Otidimorphae)"	11860	"chr4"
"12999"	25272421.5	45904642.5	"Turaco (Otidimorphae)"	5805	"chr4"
"13000"	25355996.5	46001940.5	"Turaco (Otidimorphae)"	8183	"chr4"
"13001"	25370254.5	46015634.5	"Turaco (Otidimorphae)"	8271	"chr4"
"13002"	25378749	46025488	"Turaco (Otidimorphae)"	8660	"chr4"
"13003"	25388946	46036509	"Turaco (Otidimorphae)"	10932	"chr4"
"13004"	25402977.5	46050476.5	"Turaco (Otidimorphae)"	15475	"chr4"
"13005"	25416344.5	46063409.5	"Turaco (Otidimorphae)"	9683	"chr4"
"13006"	25426612.5	46074584	"Turaco (Otidimorphae)"	6246	"chr4"
"13007"	25434180	46084626	"Turaco (Otidimorphae)"	8118	"chr4"
"13008"	25446349	46096869	"Turaco (Otidimorphae)"	13554	"chr4"
"13009"	25462350.5	46111152	"Turaco (Otidimorphae)"	12610	"chr4"
"13010"	25474982.5	46124534.5	"Turaco (Otidimorphae)"	12755	"chr4"
"13011"	25503336	46170692	"Turaco (Otidimorphae)"	9420	"chr4"
"13012"	25519971	46187314.5	"Turaco (Otidimorphae)"	22793	"chr4"
"13013"	25538792.5	46206997	"Turaco (Otidimorphae)"	6330	"chr4"
"13014"	25551404	46220060	"Turaco (Otidimorphae)"	18358	"chr4"
"13015"	25578362	46246207	"Turaco (Otidimorphae)"	33322	"chr4"
"13016"	25621250	46290008	"Turaco (Otidimorphae)"	13576	"chr4"
"13017"	25639975.5	46309908.5	"Turaco (Otidimorphae)"	10501	"chr4"
"13018"	25649051	46319311.5	"Turaco (Otidimorphae)"	7177	"chr4"
"13019"	25655897	46326313.5	"Turaco (Otidimorphae)"	5361	"chr4"
"13020"	25667729	46342794.5	"Turaco (Otidimorphae)"	5827	"chr4"
"13021"	25673582.5	46349646	"Turaco (Otidimorphae)"	5532	"chr4"
"13022"	25683628.5	46359639	"Turaco (Otidimorphae)"	14026	"chr4"
"13023"	25696022	46372731.5	"Turaco (Otidimorphae)"	6313	"chr4"
"13024"	25722178.5	46396972.5	"Turaco (Otidimorphae)"	5183	"chr4"
"13025"	25733125.5	46408513.5	"Turaco (Otidimorphae)"	15515	"chr4"
"13026"	25746440.5	46422162.5	"Turaco (Otidimorphae)"	7725	"chr4"
"13027"	25767584	46443303.5	"Turaco (Otidimorphae)"	33527	"chr4"
"13028"	25788129.5	46465334	"Turaco (Otidimorphae)"	5752	"chr4"
"13029"	25798513	46477516.5	"Turaco (Otidimorphae)"	13347	"chr4"
"13030"	25808851	46488522.5	"Turaco (Otidimorphae)"	5973	"chr4"
"13031"	25824899	46503966.5	"Turaco (Otidimorphae)"	21711	"chr4"
"13032"	25845553	46519289	"Turaco (Otidimorphae)"	6832	"chr4"
"13033"	25867933	46535911.5	"Turaco (Otidimorphae)"	17073	"chr4"
"13034"	25886809.5	46555431.5	"Turaco (Otidimorphae)"	16241	"chr4"
"13035"	25900570.5	46567422	"Turaco (Otidimorphae)"	7694	"chr4"
"13036"	25907812.5	46575445.5	"Turaco (Otidimorphae)"	5999	"chr4"
"13037"	25934032.5	46600968	"Turaco (Otidimorphae)"	43596	"chr4"
"13038"	26001039	46667628.5	"Turaco (Otidimorphae)"	16391	"chr4"
"13039"	26018743.5	46686251.5	"Turaco (Otidimorphae)"	18427	"chr4"
"13040"	26037968	46705580.5	"Turaco (Otidimorphae)"	18873	"chr4"
"13041"	26052483	46720601.5	"Turaco (Otidimorphae)"	8691	"chr4"
"13042"	26067615.5	46736992	"Turaco (Otidimorphae)"	11982	"chr4"
"13043"	26144828	46866519.5	"Turaco (Otidimorphae)"	39315	"chr4"
"13044"	26172554	46892267	"Turaco (Otidimorphae)"	11742	"chr4"
"13045"	26182887	46904228.5	"Turaco (Otidimorphae)"	6097	"chr4"
"13046"	26196941.5	46919256.5	"Turaco (Otidimorphae)"	14513	"chr4"
"13047"	26215189.5	46938708	"Turaco (Otidimorphae)"	21228	"chr4"
"13048"	26230693	46953944.5	"Turaco (Otidimorphae)"	8739	"chr4"
"13049"	26243414.5	46966561	"Turaco (Otidimorphae)"	15762	"chr4"
"13050"	26258672	46982768	"Turaco (Otidimorphae)"	14138	"chr4"
"13051"	26283452	47008876	"Turaco (Otidimorphae)"	27256	"chr4"
"13052"	26302608	47028117.5	"Turaco (Otidimorphae)"	10087	"chr4"
"13053"	26326001.5	47050312	"Turaco (Otidimorphae)"	21604	"chr4"
"13054"	26351100.5	47074119	"Turaco (Otidimorphae)"	25368	"chr4"
"13055"	26369380.5	47091602	"Turaco (Otidimorphae)"	6954	"chr4"
"13056"	26380290	47103910	"Turaco (Otidimorphae)"	5890	"chr4"
"13057"	26396292	47120399.5	"Turaco (Otidimorphae)"	26201	"chr4"
