structural_set	flank_window_bp	genealogy_window_bp	clade	event_id	start	end	event_type	pairing_confidence	n_loci	role_C1_state	role_C2_state	role_S_state	role_O_state	arrangement_pattern	predicted_topology	prediction_status	structural_confidence	mean_q1	mean_q2	mean_q3	observed_dominant_topology	event_margin	prediction_matches_observed	role_status
inclusive	250000		N61	inclusive_W250000_EV001	5161408	8704428	adjacency_change	moderate	304	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.335724926065	0.329172014288	0.335103059647	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV001	5161408	8704428	adjacency_change	moderate	292	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.323274880368	0.354052098453	0.322673021179	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV002	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.297241755479	0.368203215953	0.334555028568	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV002	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30125948929	0.346589905379	0.352150605331	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV002	9504880	10974030	adjacency_change	moderate	118	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.332167336378	0.337856257778	0.329976405844	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV003	11304692	12214254	adjacency_change	moderate	67	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.365450551823	0.361617861446	0.272931586731	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV003	11304692	12214254	adjacency_change	moderate	68	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.35993820871	0.303044132278	0.337017659012	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV003	11304692	12214254	adjacency_change	moderate	67	A3	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.369190417904	0.353805334096	0.277004248	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV004	12886511	14318518	adjacency_change	high	76	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.322948149059	0.341268852209	0.335782998731	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV004	12886511	14318518	adjacency_change	high	76	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.323990976647	0.328543808297	0.347465215055	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV004	12886511	14318518	adjacency_change	high	70	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.374039032558	0.354341170822	0.27161979662	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV005	16491814	18036264	adjacency_change	high	104	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.385427906698	0.262632447754	0.351939645548	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV005	16491814	18036264	adjacency_change	high	104	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.390861214002	0.299764082723	0.309374703275	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV005	16491814	18036264	adjacency_change	high	101	A2	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.289282655127	0.326731800399	0.383985544474	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV006	19760078	25213019	adjacency_change	high	317	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.409697337187	0.315806794337	0.274495868476	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV006	19760078	25213019	adjacency_change	high	318	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330374539492	0.375279074831	0.294346385677	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV006	19760078	25213019	adjacency_change	high	307	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.382378781801	0.321243185941	0.296378032258	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV021	25309087	25809087	single_boundary_event	single_boundary	43	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.910887397465	0.0581828902416	0.0309297122938	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV021	25309087	25809087	single_boundary_event	single_boundary	44	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0310830226764	0.958077383791	0.010839593533	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV021	25309087	25809087	single_boundary_event	single_boundary	42	A4	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.96972651557	0.0136212186435	0.0166522657869	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV022	32984049	33484049	single_boundary_event	single_boundary	30	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.285402433992	0.38860324876	0.325994317248	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV022	32984049	33484049	single_boundary_event	single_boundary	32	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.31692457755	0.328910407967	0.354165014482	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV022	32984049	33484049	single_boundary_event	single_boundary	32	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.246158216768	0.306933336688	0.446908446544	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV007	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.931553552794	0.0629859429457	0.00546050426071	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV007	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.164153015195	0.812179745241	0.0236672395639	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV007	34021640	34232794	inversion_like	moderate	8	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.891236257403	0.0646773692812	0.0440863733164	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV023	34491919	34991919	single_boundary_event	single_boundary	26	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.261884153809	0.391534036455	0.346581809736	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV023	34491919	34991919	single_boundary_event	single_boundary	26	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.31521632801	0.354692010946	0.330091661043	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV023	34491919	34991919	single_boundary_event	single_boundary	22	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.353899620836	0.32729028143	0.318810097734	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV008	35025837	35331645	adjacency_change	high	3	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.314213067838	0.138979090099	0.546807842063	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV008	35025837	35331645	adjacency_change	high	3	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.650284122471	0.207582570918	0.142133306611	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV008	35025837	35331645	adjacency_change	high	2	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.599970862471	0.227552484435	0.172476653094	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV009	37255236	39237022	adjacency_change	high	119	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.341703678844	0.341617614523	0.316678706633	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV009	37255236	39237022	adjacency_change	high	123	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.340240188321	0.304584916477	0.355174895202	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV009	37255236	39237022	adjacency_change	high	119	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.338479431443	0.32392300586	0.337597562697	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV010	42267292	44647530	inversion_like	high	176	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.485879540138	0.288972133263	0.225148326598	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV010	42267292	44647530	inversion_like	high	176	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.268089352842	0.471346346613	0.260564300545	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV010	42267292	44647530	inversion_like	high	170	A6	A4	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.517915309465	0.239302756037	0.242781934498	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV011	45658664	46422770	inversion_like	high	41	unresolved	A3	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.951350836309	0.0260143625065	0.0226348011843	q1		false	C1:unresolved_role_species_state;C2:resolved;S:unresolved_role_species_state;O:resolved
inclusive	250000		N61	inclusive_W250000_EV011	45658664	46422770	inversion_like	high	41	unresolved	unresolved	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.0758890330821	0.914469593848	0.00964137307024	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV011	45658664	46422770	inversion_like	high	40	A4	unresolved	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.958167563474	0.0210090197446	0.0208234167815	q1		false	C1:resolved;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV012	47143089	47228924	inversion_like	moderate	8	unresolved	unresolved	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.875	0.125	0	q1		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:resolved
inclusive	250000		N61	inclusive_W250000_EV012	47143089	47228924	inversion_like	moderate	8	unresolved	unresolved	unresolved	unresolved	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0	1	0	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:unresolved_role_species_state
inclusive	250000		N62	inclusive_W250000_EV012	47143089	47228924	inversion_like	moderate	6	unresolved	unresolved	unresolved	unresolved	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.99339798965	0.00398698911247	0.00261502123774	q1		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:unresolved_role_species_state
inclusive	250000		Columbea	inclusive_W250000_EV013	49159743	49624080	inversion_like	high	13	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	1	0	0	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV013	49159743	49624080	inversion_like	high	13	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.00992281527992	0.948449764521	0.0416274201988	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV013	49159743	49624080	inversion_like	high	13	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.99754702935	0.00175366995042	0.000699300699301	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV014	50085260	50410378	adjacency_change	high	21	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.917800453515	0.0663265306122	0.015873015873	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV014	50085260	50410378	adjacency_change	high	21	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.0136561927452	0.976508929304	0.0098348779508	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV014	50085260	50410378	adjacency_change	high	20	A5	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.915767628437	0.0240904609906	0.0601419105728	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV015	50989362	51570722	inversion_like	high	46	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.941762955822	0.00418089773053	0.0540561464475	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV015	50989362	51570722	inversion_like	high	46	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.033148963222	0.941974965158	0.0248760716204	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV015	50989362	51570722	inversion_like	high	46	A5	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.958805841791	0.0133084543644	0.0278857038445	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV024	51539124	52039124	single_boundary_event	single_boundary	39	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	1	0	0	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV024	51539124	52039124	single_boundary_event	single_boundary	39	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.000415680473373	0.96508382643	0.0345004930966	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV024	51539124	52039124	single_boundary_event	single_boundary	35	A4	A2	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.994745265798	0.00364539877964	0.00160933542239	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV016	55393543	55750019	adjacency_change	high	29	unresolved	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	1	0	0	q1		false	C1:unresolved_role_species_state;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV016	55393543	55750019	adjacency_change	high	30	role_heterogeneous	unresolved	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.000534089405069	0.999465910595	0	q2		false	C1:role_heterogeneous;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV016	55393543	55750019	adjacency_change	high	29	unresolved	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.992796142203	0.00226053995233	0.00494331784503	q1		false	C1:unresolved_role_species_state;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV017	56712451	57203613	adjacency_change	high	42	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.417012459258	0.281348341879	0.301639198863	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV017	56712451	57203613	adjacency_change	high	42	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.310936017502	0.448022112936	0.241041869561	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV017	56712451	57203613	adjacency_change	high	42	A6	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.433352635668	0.379538420523	0.18710894381	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV018	58171516	59982754	adjacency_change	high	137	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.383554491666	0.31849883486	0.297946673474	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000		N61	inclusive_W250000_EV018	58171516	59982754	adjacency_change	high	138	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.340898380581	0.318276431497	0.340825187922	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000		N62	inclusive_W250000_EV018	58171516	59982754	adjacency_change	high	128	A6	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.369326664079	0.335013602468	0.295659733454	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV025	60785423	61285423	single_boundary_event	single_boundary	32	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30271024423	0.342341017918	0.354948737852	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV025	60785423	61285423	single_boundary_event	single_boundary	33	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.413338326561	0.304611925398	0.282049748041	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV025	60785423	61285423	single_boundary_event	single_boundary	33	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.400655705686	0.365648778607	0.233695515707	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	500000	500000	Columbea	primary_W500000_EV011	1449860	2449860	single_boundary_event	single_boundary	33	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.348306739035	0.288454124065	0.3632391369	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	500000	500000	N61	primary_W500000_EV011	1449860	2449860	single_boundary_event	single_boundary	33	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.286164714843	0.383161257455	0.330674027702	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	500000	500000	N62	primary_W500000_EV011	1449860	2449860	single_boundary_event	single_boundary	28	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.296379079281	0.41642896923	0.287191951489	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	500000		Columbea	primary_W500000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.297241755479	0.368203215953	0.334555028568	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	500000		N61	primary_W500000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30125948929	0.346589905379	0.352150605331	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	500000		N62	primary_W500000_EV001	9504880	10974030	adjacency_change	moderate	118	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.332167336378	0.337856257778	0.329976405844	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	500000		Columbea	primary_W500000_EV002	19760078	25213019	adjacency_change	high	317	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.409697337187	0.315806794337	0.274495868476	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	500000		N61	primary_W500000_EV002	19760078	25213019	adjacency_change	high	318	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330374539492	0.375279074831	0.294346385677	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	500000		N62	primary_W500000_EV002	19760078	25213019	adjacency_change	high	307	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.382378781801	0.321243185941	0.296378032258	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	500000	500000	Columbea	primary_W500000_EV012	25059087	26059087	single_boundary_event	single_boundary	90	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.95740111642	0.0278167818991	0.0147821016808	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
