species	breakpoint_id	reference_position	left_run_id	right_run_id	left_query_chrom	right_query_chrom	left_relative_orientation	right_relative_orientation	chromosome_switch	orientation_switch	order_reversal	query_jump_bp	gap_discrepancy	persistent_regime_change	left_support_bp	right_support_bp	left_support_blocks	right_support_blocks	score_chromosome_switch	score_orientation_switch	score_order_reversal	score_query_jump	score_gap_discrepancy	breakpoint_score	threshold	threshold_setting	robustness	evidence	contributing_raw_calls	n_contributing_raw_calls
Dove	Dove_stringent_raw_0015	37261232	DOV_R0055	DOV_R0056	LR594554.2	LR594554.2	-	-	0	0	1	3425612	3415346	1	2275168	4846612	76	199	0	0	3	2.82979568527	2	7.82979568527	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0016	39240714	DOV_R0056	DOV_R0057	LR594554.2	LR594554.2	-	-	0	0	1	40615784	40607357	1	4245304	2876476	167	108	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0017	42261258	DOV_R0058	DOV_R0059	LR594554.2	LR594554.2	-	+	0	1	1	2598856	2526203	1	7121780	273712	275	9	0	3	3	2.14683726454	2	10.1468372645	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0018	44647530	DOV_R0062	DOV_R0063	LR594554.2	LR594554.2	+	-	0	1	1	14097354	14038707	1	1861108	487388	70	17	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0019	45721436	DOV_R0065	DOV_R0066	LR594554.2	LR594554.2	-	+	0	1	1	417436	247263	1	487388	472056	17	15	0	3	3	0.344831402879	0.583247719684	6.92807912256	23.5151879852	stringent		orientation_switch,order_reversal		
Dove	Dove_stringent_raw_0020	46422770	DOV_R0067	DOV_R0068	LR594554.2	LR594554.2	+	-	0	1	1	1135969	1123102	1	472056	580625	15	21	0	3	3	0.938390037986	2	8.93839003799	23.5151879852	stringent		orientation_switch,order_reversal,gap_discrepancy		
Dove	Dove_stringent_raw_0021	49626912	DOV_R0075	DOV_R0076	LR594554.2	LR594554.2	+	-	0	1	1	31014922	31013771	1	1835870	452782	67	15	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0022	50085260	DOV_R0076	DOV_R0077	LR594554.2	LR594554.2	-	+	0	1	1	108465	98484	1	452782	316068	15	12	0	3	3	0.0895996945957	0.232305554917	6.32190524951	23.5151879852	stringent		orientation_switch,order_reversal		
Dove	Dove_stringent_raw_0023	50410378	DOV_R0077	DOV_R0078	LR594554.2	LR594554.2	+	-	0	1	1	4507	3610	1	316068	469757	12	24	0	3	3	0.00372309799053	0.00851532282654	6.01223842082	23.5151879852	stringent		orientation_switch,order_reversal		
Dove	Dove_stringent_raw_0024	50995584	DOV_R0079	DOV_R0080	LR594554.2	LR594554.2	-	+	0	1	1	2095850	1955333	1	469757	471283	24	16	0	3	3	1.73131904226	2	9.73131904226	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0025	51570722	DOV_R0080	DOV_R0081	LR594554.2	LR594554.2	+	-	0	1	1	1864575	1797383	1	471283	8091754	16	364	0	3	3	1.54026967732	2	9.54026967732	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Dove	Dove_stringent_raw_0026	59969214	DOV_R0084	DOV_R0085	LR594554.2	LR594554.2	-	+	0	1	1	184974	152765	1	8091754	7224105	364	329	0	3	3	0.152801492722	0.360344402104	6.51314589483	23.5151879852	stringent		orientation_switch,order_reversal		
Sandgrouse	Sandgrouse_stringent_raw_0001	1949551	SAN_R0004	SAN_R0005	chr18	chr18	+	-	0	1	1	11226978	11087010	1	1491411	5602595	57	226	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0002	9508568	SAN_R0009	SAN_R0010	chr18	chr18	-	-	0	0	1	19719242	19706373	1	1615024	641226	61	30	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0003	10974030	SAN_R0013	SAN_R0014	chr18	chr18	-	-	0	0	1	10483560	10435141	1	683360	7565365	28	338	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0004	19760078	SAN_R0019	SAN_R0020	chr18	chr5	+	-	1	1	0			1	307622	1272730	11	37	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0005	25212948	SAN_R0024	SAN_R0025	chr5	chr5	-	+	0	1	1	3584	13899	1	3773453	330936	157	19	0	3	3	0.00296063527802	0.0327851722898	6.03574580757	23.5151879852	stringent		orientation_switch,order_reversal		
Sandgrouse	Sandgrouse_stringent_raw_0006	25559094	SAN_R0025	SAN_R0026	chr5	chr15	+	-	1	1	0			1	330936	890479	19	30	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0007	33233680	SAN_R0030	SAN_R0031	chr15	chr5	-	-	1	0	0			1	5113895	767147	276	10	5	0	0	0	0	5	23.5151879852	stringent		chromosome_switch		
Sandgrouse	Sandgrouse_stringent_raw_0008	35025868	SAN_R0037	SAN_R0038	chr15	chr5	-	+	1	1	0			1	389512	250699	5	5	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0009	35331645	SAN_R0039	SAN_R0040	chr5	chr5	+	-	0	1	1	15000	27116	1	250699	1863641	5	64	0	3	3	0.0123910516658	0.0639616326217	6.07635268429	23.5151879852	stringent		orientation_switch,order_reversal		
Sandgrouse	Sandgrouse_stringent_raw_0010	37250386	SAN_R0041	SAN_R0042	chr5	chr15	-	+	1	1	0			1	1863641	1918016	64	84	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0011	39215700	SAN_R0042	SAN_R0043	chr15	chr5	+	+	1	0	0			1	1918016	3011169	84	126	5	0	0	0	0	5	23.5151879852	stringent		chromosome_switch		
Sandgrouse	Sandgrouse_stringent_raw_0012	44670480	SAN_R0049	SAN_R0050	chr5	chr15	-	+	1	1	0			1	1828881	407405	83	20	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0013	45658612	SAN_R0054	SAN_R0055	chr15	chr15	+	-	0	1	1	22481972	22442531	1	407405	267134	20	8	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0014	46258704	SAN_R0057	SAN_R0058	chr15	chr15	-	+	0	1	1	148113	119522	1	267134	2397213	8	101	0	3	3	0.122351722359	0.281930308829	6.40428203119	23.5151879852	stringent		orientation_switch,order_reversal		
Sandgrouse	Sandgrouse_stringent_raw_0015	49161590	SAN_R0062	SAN_R0063	chr15	chr5	+	-	1	1	0			1	2397213	351913	101	10	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0016	49625076	SAN_R0064	SAN_R0065	chr5	chr15	-	-	1	0	0			1	351913	725612	10	36	5	0	0	0	0	5	23.5151879852	stringent		chromosome_switch		
Sandgrouse	Sandgrouse_stringent_raw_0017	50387655	SAN_R0065	SAN_R0066	chr15	chr15	-	+	0	1	1	80902	17808	1	725612	7445692	36	339	0	3	3	0.0668307241246	0.0420057808574	6.10883650498	23.5151879852	stringent		orientation_switch,order_reversal		
Sandgrouse	Sandgrouse_stringent_raw_0018	51019502	SAN_R0067	SAN_R0068	chr15	chr15	+	+	0	0	1	2568431	2508162	1	473700	6971992	23	316	0	0	3	2.12170408141	2	7.12170408141	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0019	51789124	SAN_R0068	SAN_R0069	chr15	chr15	+	+	0	0	1	10504723	10485660	1	1203656	6242036	51	288	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Sandgrouse	Sandgrouse_stringent_raw_0020	58187508	SAN_R0070	SAN_R0071	chr15	chr5	+	-	1	1	0			1	7445692	2695336	339	86	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Sandgrouse	Sandgrouse_stringent_raw_0021	60000682	SAN_R0071	SAN_R0072	chr5	chr5	-	-	0	0	1	7633885	7546504	1	1765061	930275	63	23	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0001	1949860	TUR_R0006	TUR_R0007	chr13	chr13	+	-	0	1	1	12407595	12266972	1	1161928	5725567	45	223	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0002	9504880	TUR_R0010	TUR_R0011	chr13	chr13	-	-	0	0	1	21524532	21519705	1	1615349	9002133	63	409	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0003	10975318	TUR_R0012	TUR_R0013	chr13	chr13	-	-	0	0	1	11411362	11365664	1	3052044	7565438	119	353	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0004	19760078	TUR_R0017	TUR_R0018	chr13	chr5	+	-	1	1	0			1	278286	1160576	5	35	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Turaco	Turaco_stringent_raw_0005	25213030	TUR_R0023	TUR_R0024	chr5	chr5	-	+	0	1	1	5078	12240	1	3719834	1210188	150	51	0	3	3	0.00419478402394	0.0288718978939	6.03306668192	23.5151879852	stringent		orientation_switch,order_reversal		
Turaco	Turaco_stringent_raw_0006	25563228	TUR_R0024	TUR_R0025	chr5	chr5	+	+	0	0	1	54947969	54923870	1	329490	880698	13	38	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0007	33234418	TUR_R0029	TUR_R0030	chr5	chr5	+	-	0	1	1	52876560	52872137	1	5117499	766639	276	35	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0008	34069462	TUR_R0031	TUR_R0032	chr5	chr5	-	+	0	1	1	73688759	73674733	1	766639	510010	35	5	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0009	39240738	TUR_R0038	TUR_R0039	chr5	chr5	+	+	0	0	1	23403923	23394180	1	4456938	3003203	191	151	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0010	45614290	TUR_R0047	TUR_R0048	chr5	chr5	-	+	0	1	1	1432424	1379023	1	2483376	474268	90	17	0	3	3	1.18328265276	2	9.18328265276	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0011	46423282	TUR_R0050	TUR_R0051	chr5	chr5	+	-	0	1	1	1166459	1152512	1	474268	2415519	17	71	0	3	3	0.963576915672	2	8.96357691567	23.5151879852	stringent		orientation_switch,order_reversal,gap_discrepancy		
Turaco	Turaco_stringent_raw_0012	47228924	TUR_R0051	TUR_R0052	chr5	chr5	-	-	0	0	1	67292909	66854574	1	579501	1836018	17	54	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0013	49623083	TUR_R0055	TUR_R0056	chr5	chr5	-	+	0	1	1	69112383	69103573	1	2415519	750315	71	31	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0014	50411514	TUR_R0056	TUR_R0057	chr5	chr5	+	-	0	1	1	59013	8408	1	750315	4614872	31	220	0	3	3	0.0487488754637	0.0198329180957	6.06858179356	23.5151879852	stringent		orientation_switch,order_reversal		
Turaco	Turaco_stringent_raw_0015	50948141	TUR_R0059	TUR_R0060	chr5	chr5	-	-	0	0	1	82191080	82094100	1	246296	4368576	12	208	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0016	55393543	TUR_R0061	TUR_R0062	chr5	chr5	-	+	0	1	1	839	839	1	4614872	356476	220	10	0	3	3	0.000693072823176	0.00197904594224	6.00267211877	23.5151879852	stringent		orientation_switch,order_reversal		
Turaco	Turaco_stringent_raw_0017	55750019	TUR_R0062	TUR_R0063	chr5	chr5	+	-	0	1	1	1	1	1	356476	948501	10	39	0	3	3	8.26070111056e-07	2.35881518741e-06	6.00000318489	23.5151879852	stringent		orientation_switch,order_reversal		
Turaco	Turaco_stringent_raw_0018	56712451	TUR_R0063	TUR_R0064	chr5	chr5	-	+	0	1	1	685994	658132	1	948501	3078075	39	156	0	3	3	0.566679139764	1.55241175692	8.11909089668	23.5151879852	stringent		orientation_switch,order_reversal,gap_discrepancy		
Turaco	Turaco_stringent_raw_0019	58171754	TUR_R0066	TUR_R0067	chr5	chr5	+	+	0	0	1	3432822	3392467	1	1317639	1760436	65	91	0	0	3	2.83575165077	2	7.83575165077	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Turaco	Turaco_stringent_raw_0020	59982754	TUR_R0067	TUR_R0068	chr5	chr5	+	-	0	1	1	3873245	3812470	1	3078075	7141529	156	290	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0001	11018540	CUC_R0018	CUC_R0019	CM030646.1	CM030646.1	-	-	0	0	1	10499165	10366502	1	1350120	486587	70	14	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0002	11304692	CUC_R0020	CUC_R0021	CM030646.1	CM030646.1	-	-	0	0	1	1655112	1610833	1	1360909	475798	72	12	0	0	3	1.36723855365	2	6.36723855365	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0003	12214254	CUC_R0024	CUC_R0025	CM030646.1	CM030646.1	-	+	0	1	1	1850786	1850786	1	1836707	2031636	84	86	0	3	3	1.52887899656	2	9.52887899656	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0004	14318518	CUC_R0026	CUC_R0027	CM030646.1	CM030646.1	+	-	0	1	1	2568532	2545581	1	2031636	4104379	86	180	0	3	3	2.12178751449	2	10.1217875145	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0005	19760078	CUC_R0031	CUC_R0032	CM030646.1	CM030640.1	+	-	1	1	0			1	410355	582438	8	13	5	3	0	0	0	8	23.5151879852	stringent		chromosome_switch,orientation_switch		
Cuckoo	Cuckoo_stringent_raw_0006	25212956	CUC_R0040	CUC_R0041	CM030640.1	CM030640.1	-	+	0	1	1	3168	14299	1	3876891	330906	115	18	0	3	3	0.00261699011182	0.0337286983647	6.03634568848	23.5151879852	stringent		orientation_switch,order_reversal		
Cuckoo	Cuckoo_stringent_raw_0007	25559080	CUC_R0041	CUC_R0042	CM030640.1	CM030640.1	+	-	0	1	1	29109000	29096031	1	330906	890378	18	34	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0008	34021636	CUC_R0047	CUC_R0048	CM030640.1	CM030640.1	-	-	0	0	1	30399769	30340563	1	5870775	501069	264	16	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0009	34228219	CUC_R0049	CUC_R0050	CM030640.1	CM030640.1	-	-	0	0	1	14045219	14024365	1	6032486	339358	267	13	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0010	35025574	CUC_R0053	CUC_R0054	CM030640.1	CM030640.1	+	+	0	0	1	29367678	29365885	1	269469	2227339	7	88	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0011	37260087	CUC_R0054	CUC_R0055	CM030640.1	CM030640.1	+	-	0	1	1	3267984	3255428	1	2496808	1921608	95	81	0	3	3	2.69958390581	2	10.6995839058	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0012	39216450	CUC_R0055	CUC_R0056	CM030640.1	CM030640.1	-	+	0	1	1	16004014	15947059	1	1921608	2980004	81	168	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0013	44645736	CUC_R0062	CUC_R0063	CM030640.1	CM030640.1	-	+	0	1	1	39152414	39090180	1	1820393	1415025	67	45	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0014	45639596	CUC_R0065	CUC_R0066	CM030640.1	CM030640.1	+	+	0	0	1	19217957	18884102	1	467387	947638	21	24	0	0	3	3	2	8	23.5151879852	stringent		order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0015	47143089	CUC_R0069	CUC_R0070	CM030640.1	CM030640.1	+	-	0	1	1	1388945	1121517	1	1415025	1029282	45	37	0	3	3	1.1473659504	2	9.1473659504	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0016	49634497	CUC_R0075	CUC_R0076	CM030640.1	CM030640.1	-	+	0	1	1	29412184	29380472	1	1038727	1331528	34	60	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0017	50989256	CUC_R0076	CUC_R0077	CM030640.1	CM030640.1	+	-	0	1	1	19175261	19160511	1	1331528	789312	60	38	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0018	51791966	CUC_R0077	CUC_R0078	CM030640.1	CM030640.1	-	+	0	1	1	13008231	12996184	1	789312	5400827	38	205	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0019	57203140	CUC_R0078	CUC_R0079	CM030640.1	CM030640.1	+	-	0	1	1	14199821	14191175	1	5400827	926936	205	53	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0020	58163165	CUC_R0079	CUC_R0080	CM030640.1	CM030640.1	-	+	0	1	1	2426833	2369301	1	926936	2823814	53	164	0	3	3	2.00473420582	2	10.0047342058	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
Cuckoo	Cuckoo_stringent_raw_0021	61035423	CUC_R0080	CUC_R0081	CM030640.1	CM030640.1	+	-	0	1	1	16008761	15969405	1	2823814	6021168	164	234	0	3	3	3	2	11	23.5151879852	stringent		orientation_switch,order_reversal,large_query_jump,gap_discrepancy		
