species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Cuckoo	CR_08	CR_08_A015	48848092	48948092	pri.CM030640.1	58872651	58950868	-	0.36466	4	false	false
Stork	CR_08	CR_08_A016	48948092	49048092	pri.CM030196.1	61755847	61864979	+	0.38741	5	false	false
Flamingo	CR_08	CR_08_A016	48948092	49048092	pri.chr4	59655869	59752646	+	0.36105	4	false	false
Dove	CR_08	CR_08_A016	48948092	49048092	1.LR594554.2	30480808	30554800	+	0.27983	4	false	false
Sandgrouse	CR_08	CR_08_A016	48948092	49048092	pri.chr15	19771193	19856784	+	0.49368	6	false	false
Turaco	CR_08	CR_08_A016	48948092	49048092	pri.chr5	83419036	83565914	+	0.8909	2	false	false
Cuckoo	CR_08	CR_08_A016	48948092	49048092	pri.CM030640.1	58781957	58839898	-	0.23039	3	false	false
Stork	CR_08	CR_08_A017	49048092	49148092	pri.CM030196.1	61626314	61703063	+	0.3935	2	false	false
Flamingo	CR_08	CR_08_A017	49048092	49148092	pri.chr4	59814689	59886065	+	0.3935	2	false	false
Dove	CR_08	CR_08_A017	49048092	49148092	1.LR594554.2	30562805	30687030	+	0.30173	3	false	false
Sandgrouse	CR_08	CR_08_A017	49048092	49148092	pri.chr15	19925618	19965241	+	0.2467	1	false	false
Turaco	CR_08	CR_08_A017	49048092	49148092	pri.chr5	83305045	83525115	+	0.85609	3	false	false
Cuckoo	CR_08	CR_08_A017	49048092	49148092	pri.CM030640.1	58614050	58697280	-	0.27362	2	false	false
Stork	CR_08	CR_08_A018	49148092	49248092	pri.CM030196.1	51158040	61666939	+	0.49004	2	false	false
Flamingo	CR_08	CR_08_A018	49148092	49248092	pri.chr4	51370599	59886065	-	0.49004	2	false	false
Dove	CR_08	CR_08_A018	49148092	49248092	1.LR594554.2	30668726	31964674	+	0.84559	2	false	false
Sandgrouse	CR_08	CR_08_A018	49148092	49248092	pri.chr5	47646766	47696776	-	0.56282	2	false	false
Turaco	CR_08	CR_08_A018	49148092	49248092	pri.chr5	72354076	83349637	+	0.29777	3	false	false
Cuckoo	CR_08	CR_08_A018	49148092	49248092	pri.CM030640.1	48285565	58636965	-	0.35559	3	false	false
Stork	CR_08	CR_08_A019	49248092	49348092					0.06893	1	false	true
Flamingo	CR_08	CR_08_A019	49248092	49348092					0.06893	1	false	true
Dove	CR_08	CR_08_A019	49248092	49348092	1.LR594554.2	31830000	32047522	+	0.46125	3	false	false
Sandgrouse	CR_08	CR_08_A019	49248092	49348092					0.12782	2	false	true
Turaco	CR_08	CR_08_A019	49248092	49348092					0.06435	1	false	true
Cuckoo	CR_08	CR_08_A019	49248092	49348092					0.06893	1	false	true
Stork	CR_08	CR_08_A020	49348092	49448092	pri.CM030196.1	50911304	50960472	+	0.2154	3	false	false
Flamingo	CR_08	CR_08_A020	49348092	49448092	pri.chr4	51124570	51173540	-	0.2154	3	false	false
Dove	CR_08	CR_08_A020	49348092	49448092	1.LR594554.2	32066011	32200012	+	0.31317	5	false	false
Sandgrouse	CR_08	CR_08_A020	49348092	49448092					0.18951	2	false	true
Turaco	CR_08	CR_08_A020	49348092	49448092					0.1709	3	false	true
Cuckoo	CR_08	CR_08_A020	49348092	49448092	pri.CM030640.1	48024364	48081060	-	0.2106	3	false	false
Stork	CR_08	CR_08_A021	49448092	49548092	pri.CM030196.1	50781531	50835577	+	0.20534	3	false	false
Flamingo	CR_08	CR_08_A021	49448092	49548092	pri.chr4	50996250	51050791	-	0.2051	3	false	false
Dove	CR_08	CR_08_A021	49448092	49548092					0.19579	3	false	true
Sandgrouse	CR_08	CR_08_A021	49448092	49548092					0.14325	2	false	true
Turaco	CR_08	CR_08_A021	49448092	49548092					0.14119	2	false	true
Cuckoo	CR_08	CR_08_A021	49448092	49548092	pri.CM030640.1	47908934	47961252	-	0.20519	3	false	false
Stork	CR_08	CR_08_A022	49548092	49648092	pri.CM030196.1	50603936	82695244	+	0.43582	4	false	false
Flamingo	CR_08	CR_08_A022	49548092	49648092	pri.chr4	50814713	61569530	-	0.43691	4	false	false
Dove	CR_08	CR_08_A022	49548092	49648092	1.LR594554.2	735457	32453776	+	0.44178	4	true	false
Sandgrouse	CR_08	CR_08_A022	49548092	49648092	pri.chr5	47167576	47229912	-	0.53931	4	false	false
Turaco	CR_08	CR_08_A022	49548092	49648092	pri.chr5	1846118	71855442	+	0.55989	4	false	false
Cuckoo	CR_08	CR_08_A022	49548092	49648092	pri.CM030640.1	47737545	47796138	-	0.30243	2	false	false
Stork	CR_08	CR_08_A023	49648092	49748092	pri.CM030196.1	82719325	82841964	+	0.42386	6	false	false
Flamingo	CR_08	CR_08_A023	49648092	49748092	pri.chr4	61593983	61715524	+	0.51084	7	false	false
Dove	CR_08	CR_08_A023	49648092	49748092	1.LR594554.2	686646	815078	-	0.7435	3	false	false
Sandgrouse	CR_08	CR_08_A023	49648092	49748092	pri.chr15	21505704	21637947	+	0.7221	2	false	false
Turaco	CR_08	CR_08_A023	49648092	49748092	pri.chr5	1846118	1996044	+	0.52008	3	false	false
Cuckoo	CR_08	CR_08_A023	49648092	49748092	pri.CM030640.1	77759663	77872859	+	0.49954	4	false	false
Stork	CR_08	CR_08_A024	49748092	49848092	pri.CM030196.1	82835529	82942921	+	0.57496	9	false	false
Flamingo	CR_08	CR_08_A024	49748092	49848092	pri.chr4	61709110	61816434	+	0.57487	9	false	false
Dove	CR_08	CR_08_A024	49748092	49848092	1.LR594554.2	612850	697566	-	0.47314	5	false	false
Sandgrouse	CR_08	CR_08_A024	49748092	49848092	pri.chr15	21412819	21522151	+	0.65243	9	false	false
Turaco	CR_08	CR_08_A024	49748092	49848092	pri.chr5	1978760	2105856	+	0.52716	8	false	false
Cuckoo	CR_08	CR_08_A024	49748092	49848092	pri.CM030640.1	77866558	77955473	+	0.52622	8	false	false
Stork	CR_08	CR_08_A025	49848092	49948092	pri.CM030196.1	82976689	83086767	+	0.45015	6	false	false
Flamingo	CR_08	CR_08_A025	49848092	49948092	pri.chr4	61850983	61962673	+	0.46689	5	false	false
Dove	CR_08	CR_08_A025	49848092	49948092	1.LR594554.2	517703	593746	-	0.37848	4	false	false
Sandgrouse	CR_08	CR_08_A025	49848092	49948092	pri.chr15	21291269	21385745	+	0.51385	5	false	false
Turaco	CR_08	CR_08_A025	49848092	49948092	pri.chr5	2137145	2236616	+	0.43022	5	false	false
Cuckoo	CR_08	CR_08_A025	49848092	49948092	pri.CM030640.1	77985551	78101251	+	0.55705	7	false	false
Stork	CR_08	CR_08_A026	49948092	50048092	pri.CM030196.1	83093705	83121088	+	0.22788	3	false	false
Flamingo	CR_08	CR_08_A026	49948092	50048092	pri.chr4	61969431	62043440	+	0.27257	4	false	false
Dove	CR_08	CR_08_A026	49948092	50048092	1.LR594554.2	452535	511047	-	0.24745	3	false	false
Sandgrouse	CR_08	CR_08_A026	49948092	50048092	pri.chr15	21212457	21284751	+	0.26663	4	false	false
Turaco	CR_08	CR_08_A026	49948092	50048092	pri.chr5	2242750	2335143	+	0.23888	4	false	false
Cuckoo	CR_08	CR_08_A026	49948092	50048092	pri.CM030640.1	78092832	78203118	+	0.32786	4	false	false
Stork	CR_08	CR_08_A027	50048092	50148092	pri.CM030196.1	83236000	83344692	+	0.47756	4	false	false
Flamingo	CR_08	CR_08_A027	50048092	50148092	pri.chr4	62099375	62214005	+	0.41486	4	false	false
Dove	CR_08	CR_08_A027	50048092	50148092	1.LR594554.2	401905	1001687	+	0.84503	2	false	false
Sandgrouse	CR_08	CR_08_A027	50048092	50148092	pri.chr15	21105905	21194582	+	0.50427	5	false	false
Turaco	CR_08	CR_08_A027	50048092	50148092	pri.chr5	2360883	2475874	+	0.45253	4	false	false
Cuckoo	CR_08	CR_08_A027	50048092	50148092	pri.CM030640.1	78196361	78322509	+	0.35902	5	false	false
Stork	CR_08	CR_08_A028	50148092	50248092	pri.CM030196.1	83324934	83445135	+	0.66473	9	false	false
Flamingo	CR_08	CR_08_A028	50148092	50248092	pri.chr4	62194201	62316684	+	0.53716	6	false	false
Dove	CR_08	CR_08_A028	50148092	50248092	1.LR594554.2	923543	1049925	+	0.59771	4	false	false
Sandgrouse	CR_08	CR_08_A028	50148092	50248092	pri.chr15	21007116	21117484	+	0.55304	7	false	false
Turaco	CR_08	CR_08_A028	50148092	50248092	pri.chr5	2447549	2563770	+	0.51032	6	false	false
Cuckoo	CR_08	CR_08_A028	50148092	50248092	pri.CM030640.1	78296759	78404480	+	0.59476	7	false	false
Stork	CR_08	CR_08_A029	50248092	50348092	pri.CM030196.1	83439816	83516035	+	0.49666	7	false	false
Flamingo	CR_08	CR_08_A029	50248092	50348092	pri.chr4	62295289	62390655	+	0.44618	7	false	false
Dove	CR_08	CR_08_A029	50248092	50348092	1.LR594554.2	1054378	1113712	+	0.38011	5	false	false
Sandgrouse	CR_08	CR_08_A029	50248092	50348092	pri.chr15	20951095	21012406	+	0.41143	6	false	false
Turaco	CR_08	CR_08_A029	50248092	50348092	pri.chr5	2557875	2671879	+	0.70639	4	false	false
Cuckoo	CR_08	CR_08_A029	50248092	50348092	pri.CM030640.1	78397916	78469003	+	0.3301	4	false	false
Stork	CR_08	CR_08_A030	50348092	50448092	pri.CM030196.1	83548754	83654182	+	0.45685	5	false	false
Flamingo	CR_08	CR_08_A030	50348092	50448092	pri.chr4	62424980	62549082	+	0.27102	4	false	false
Dove	CR_08	CR_08_A030	50348092	50448092	1.LR594554.2	1139781	1197907	+	0.40223	4	true	false
Sandgrouse	CR_08	CR_08_A030	50348092	50448092					0.18813	2	false	true
Turaco	CR_08	CR_08_A030	50348092	50448092	pri.chr5	2609274	2736458	+	0.32579	2	false	false
Cuckoo	CR_08	CR_08_A030	50348092	50448092	pri.CM030640.1	78479246	78511987	+	0.27058	3	false	false
Stork	CR_08	CR_08_A031	50448092	50548092	pri.CM030196.1	83716678	83795269	+	0.21926	3	false	false
Flamingo	CR_08	CR_08_A031	50448092	50548092	pri.chr4	62542034	62673556	+	0.31642	5	false	false
Dove	CR_08	CR_08_A031	50448092	50548092	1.LR594554.2	28609414	28690875	-	0.40188	5	false	false
Sandgrouse	CR_08	CR_08_A031	50448092	50548092					0.18282	1	false	true
Turaco	CR_08	CR_08_A031	50448092	50548092	pri.chr5	1387551	2736458	+	0.27979	2	false	false
Cuckoo	CR_08	CR_08_A031	50448092	50548092	pri.CM030640.1	78616991	78661609	+	0.25129	3	false	false
Stork	CR_08	CR_08_A032	50548092	50648092	pri.CM030196.1	83784479	83889355	+	0.41264	6	false	false
Flamingo	CR_08	CR_08_A032	50548092	50648092	pri.chr4	62663808	62834518	+	0.55266	6	false	false
Dove	CR_08	CR_08_A032	50548092	50648092	1.LR594554.2	28509958	28585352	-	0.28723	3	false	false
Sandgrouse	CR_08	CR_08_A032	50548092	50648092	pri.chr15	22204206	22271183	+	0.54138	6	false	false
Turaco	CR_08	CR_08_A032	50548092	50648092					0.08338	1	false	true
Cuckoo	CR_08	CR_08_A032	50548092	50648092	pri.CM030640.1	78680889	78730134	+	0.32118	5	false	false
Stork	CR_08	CR_08_A033	50648092	50748092	pri.CM030196.1	83898598	84009367	+	0.54726	7	false	false
Flamingo	CR_08	CR_08_A033	50648092	50748092	pri.chr4	62762059	62897538	+	0.78973	5	false	false
Dove	CR_08	CR_08_A033	50648092	50748092	1.LR594554.2	28400599	28505358	-	0.5919	7	false	false
Sandgrouse	CR_08	CR_08_A033	50648092	50748092	pri.chr15	22278748	22337830	+	0.42336	5	false	false
Turaco	CR_08	CR_08_A033	50648092	50748092					0.11618	2	false	true
Cuckoo	CR_08	CR_08_A033	50648092	50748092	pri.CM030640.1	78735603	78791171	+	0.3738	4	false	false
Stork	CR_08	CR_08_A034	50748092	50848092	pri.CM030196.1	84002108	84126122	+	0.80157	8	false	false
Flamingo	CR_08	CR_08_A034	50748092	50848092	pri.chr4	62890259	63018525	+	0.66273	8	false	false
Dove	CR_08	CR_08_A034	50748092	50848092	1.LR594554.2	28336812	28407786	-	0.33231	6	false	false
Sandgrouse	CR_08	CR_08_A034	50748092	50848092	pri.chr15	22331775	22436412	+	0.55615	7	false	false
Turaco	CR_08	CR_08_A034	50748092	50848092	pri.chr5	1123384	1238852	+	0.44325	7	false	false
Cuckoo	CR_08	CR_08_A034	50748092	50848092	pri.CM030640.1	78784121	78900020	+	0.53646	7	false	false
Stork	CR_08	CR_08_A035	50848092	50948092	pri.CM030196.1	84115288	84204573	+	0.50794	7	false	false
Flamingo	CR_08	CR_08_A035	50848092	50948092	pri.chr4	63050451	63113721	+	0.38383	5	false	false
Dove	CR_08	CR_08_A035	50848092	50948092	1.LR594554.2	28151543	28201428	-	0.25788	3	false	false
Sandgrouse	CR_08	CR_08_A035	50848092	50948092	pri.chr15	22426510	22478012	+	0.27962	4	false	false
Turaco	CR_08	CR_08_A035	50848092	50948092	pri.chr5	1079646	1132196	+	0.30004	2	false	false
Cuckoo	CR_08	CR_08_A035	50848092	50948092	pri.CM030640.1	78890858	78958190	+	0.34297	5	false	false
Stork	CR_08	CR_08_A036	50948092	51048092	pri.CM030196.1	61562608	84280884	+	0.33241	2	false	false
Flamingo	CR_08	CR_08_A036	50948092	51048092	pri.chr4	59918331	63200018	+	0.25851	2	false	false
Dove	CR_08	CR_08_A036	50948092	51048092					0	0	false	true
Sandgrouse	CR_08	CR_08_A036	50948092	51048092					0.14796	1	false	true
Turaco	CR_08	CR_08_A036	50948092	51048092	pri.chr5	83230445	83270726	+	0.26648	1	false	false
Cuckoo	CR_08	CR_08_A036	50948092	51048092	pri.CM030640.1	58562453	79009850	-	0.27251	2	false	false
Stork	CR_08	CR_08_A037	51048092	51148092	pri.CM030196.1	61430062	61520270	+	0.90547	7	false	false
Flamingo	CR_08	CR_08_A037	51048092	51148092	pri.chr4	59990360	60079644	+	0.87827	6	false	false
Dove	CR_08	CR_08_A037	51048092	51148092	1.LR594554.2	30786725	30877784	+	0.67056	3	false	false
Sandgrouse	CR_08	CR_08_A037	51048092	51148092	pri.chr15	19995996	20192828	+	0.98455	1	false	false
Turaco	CR_08	CR_08_A037	51048092	51148092	pri.chr5	83105385	83201885	+	0.66651	6	false	false
Cuckoo	CR_08	CR_08_A037	51048092	51148092	pri.CM030640.1	58429280	58518252	-	0.91994	6	false	false
Stork	CR_08	CR_08_A038	51148092	51248092	pri.CM030196.1	61310357	61425375	+	0.8273	5	false	false
Flamingo	CR_08	CR_08_A038	51148092	51248092	pri.chr4	60088873	60191221	+	0.92078	5	false	false
Dove	CR_08	CR_08_A038	51148092	51248092	1.LR594554.2	30868217	30946566	+	0.26189	2	false	false
Sandgrouse	CR_08	CR_08_A038	51148092	51248092	pri.chr15	19995996	20192828	+	1	1	false	false
Turaco	CR_08	CR_08_A038	51148092	51248092	pri.chr5	83023904	83100909	+	0.45662	5	false	false
Cuckoo	CR_08	CR_08_A038	51148092	51248092	pri.CM030640.1	58324297	58425929	-	0.72934	5	false	false
Stork	CR_08	CR_08_A039	51248092	51348092	pri.CM030196.1	61215345	61365345	+	0.50564	6	false	false
Flamingo	CR_08	CR_08_A039	51248092	51348092	pri.chr4	60146747	60374959	+	0.94805	4	false	false
Dove	CR_08	CR_08_A039	51248092	51348092	1.LR594554.2	31029626	31136687	+	0.45438	7	false	false
Sandgrouse	CR_08	CR_08_A039	51248092	51348092	pri.chr15	19995996	20267700	+	0.68264	6	false	false
Turaco	CR_08	CR_08_A039	51248092	51348092	pri.chr5	82879872	82993241	+	0.39586	6	false	false
Cuckoo	CR_08	CR_08_A039	51248092	51348092	pri.CM030640.1	58236283	58367162	-	0.28544	4	false	false
Stork	CR_08	CR_08_A040	51348092	51448092	pri.CM030196.1	61094215	61195426	+	0.47708	6	false	false
Flamingo	CR_08	CR_08_A040	51348092	51448092	pri.chr4	60228491	60456745	+	0.9831	2	false	false
Dove	CR_08	CR_08_A040	51348092	51448092	1.LR594554.2	31128365	31337916	+	0.65325	6	false	false
Sandgrouse	CR_08	CR_08_A040	51348092	51448092	pri.chr15	20254786	20360985	+	0.50805	5	false	false
Turaco	CR_08	CR_08_A040	51348092	51448092	pri.chr5	82765800	82823407	+	0.47454	2	false	false
Cuckoo	CR_08	CR_08_A040	51348092	51448092	pri.CM030640.1	58095264	58193480	-	0.51791	7	false	false
Stork	CR_08	CR_08_A041	51448092	51548092	pri.CM030196.1	61020924	61102374	+	0.41155	4	false	false
Flamingo	CR_08	CR_08_A041	51448092	51548092	pri.chr4	60382797	60511659	+	0.83189	5	false	false
Dove	CR_08	CR_08_A041	51448092	51548092	1.LR594554.2	31228710	31337916	+	0.89034	1	false	false
Sandgrouse	CR_08	CR_08_A041	51448092	51548092	pri.chr15	20342640	20447496	+	0.68853	7	false	false
Turaco	CR_08	CR_08_A041	51448092	51548092	pri.chr5	82653021	82736981	+	0.31869	4	false	false
Cuckoo	CR_08	CR_08_A041	51448092	51548092	pri.CM030640.1	58000901	58101439	-	0.4436	5	false	false
Stork	CR_08	CR_08_A042	51548092	51648092	pri.CM030196.1	60750296	60964702	+	0.72243	1	false	false
Flamingo	CR_08	CR_08_A042	51548092	51648092	pri.chr4	60551602	60610611	+	0.52807	6	false	false
Dove	CR_08	CR_08_A042	51548092	51648092	1.LR594554.2	28749088	28922150	-	0.43774	1	false	false
Sandgrouse	CR_08	CR_08_A042	51548092	51648092	pri.chr15	20481770	20528687	+	0.47164	5	false	false
Turaco	CR_08	CR_08_A042	51548092	51648092	pri.chr5	82543191	82600797	+	0.24573	3	false	false
Cuckoo	CR_08	CR_08_A042	51548092	51648092	pri.CM030640.1	57887317	57942588	-	0.5137	6	false	false
Stork	CR_08	CR_08_A043	51648092	51769535	pri.CM030196.1	60750296	60964702	+	1	1	false	false
Flamingo	CR_08	CR_08_A043	51648092	51769535	pri.chr4	60616173	60758136	+	0.889973073788	3	false	false
Dove	CR_08	CR_08_A043	51648092	51769535	1.LR594554.2	28749088	28922150	-	1	1	false	false
Sandgrouse	CR_08	CR_08_A043	51648092	51769535	pri.chr15	20537194	20652298	+	0.710086213285	7	false	false
Turaco	CR_08	CR_08_A043	51648092	51769535	pri.chr5	82403249	82537724	+	0.876518201955	3	false	false
Cuckoo	CR_08	CR_08_A043	51648092	51769535	pri.CM030640.1	57737600	57874130	-	0.585295159046	6	false	false
Stork	CR_09	CR_09_A001	49165617	49265617	pri.CM030196.1	51158040	51219009	+	0.4692	1	false	false
Flamingo	CR_09	CR_09_A001	49165617	49265617	pri.chr4	51370599	51430490	-	0.4692	1	false	false
Dove	CR_09	CR_09_A001	49165617	49265617	1.LR594554.2	31830000	31964674	+	1	1	false	false
Sandgrouse	CR_09	CR_09_A001	49165617	49265617	pri.chr5	47646766	47696776	-	0.4681	1	false	false
Turaco	CR_09	CR_09_A001	49165617	49265617	pri.chr5	72354076	72417297	+	0.28323	2	false	false
Cuckoo	CR_09	CR_09_A001	49165617	49265617	pri.CM030640.1	48285565	48347479	-	0.33475	2	false	false
Stork	CR_09	CR_09_A002	49265617	49365617					0.12117	2	false	true
Flamingo	CR_09	CR_09_A002	49265617	49365617					0.12117	2	false	true
Dove	CR_09	CR_09_A002	49265617	49365617	1.LR594554.2	31830000	32071611	+	0.33824	4	false	false
Sandgrouse	CR_09	CR_09_A002	49265617	49365617					0.12782	2	false	true
Turaco	CR_09	CR_09_A002	49265617	49365617					0.11659	2	false	true
Cuckoo	CR_09	CR_09_A002	49265617	49365617					0.12117	2	false	true
Stork	CR_09	CR_09_A003	49365617	49465617	pri.CM030196.1	50820407	50927733	+	0.30972	4	false	false
Flamingo	CR_09	CR_09_A003	49365617	49465617	pri.chr4	51035590	51141026	-	0.30972	4	false	false
Dove	CR_09	CR_09_A003	49365617	49465617	1.LR594554.2	32097392	32206124	+	0.3993	5	false	false
Sandgrouse	CR_09	CR_09_A003	49365617	49465617	pri.chr5	47365022	47473796	-	0.32863	4	false	false
Turaco	CR_09	CR_09_A003	49365617	49465617	pri.chr5	72014189	72116479	+	0.20492	3	false	false
Cuckoo	CR_09	CR_09_A003	49365617	49465617	pri.CM030640.1	47946281	48046920	-	0.30492	4	false	false
Stork	CR_09	CR_09_A004	49465617	49565617					0.05878	2	false	true
Flamingo	CR_09	CR_09_A004	49465617	49565617					0.05854	2	false	true
Dove	CR_09	CR_09_A004	49465617	49565617					0.05742	2	false	true
Sandgrouse	CR_09	CR_09_A004	49465617	49565617					0.00413	1	false	true
Turaco	CR_09	CR_09_A004	49465617	49565617					0.05493	1	false	true
Cuckoo	CR_09	CR_09_A004	49465617	49565617					0.05863	2	false	true
Stork	CR_09	CR_09_A005	49565617	49619656	pri.CM030196.1	50603936	50674228	+	0.65508244046	3	false	false
Flamingo	CR_09	CR_09_A005	49565617	49619656	pri.chr4	50814713	50884247	-	0.656618368216	3	false	false
Dove	CR_09	CR_09_A005	49565617	49619656	1.LR594554.2	32352460	32453776	+	0.312607561206	3	false	false
Sandgrouse	CR_09	CR_09_A005	49565617	49619656	pri.chr5	47167576	47229912	-	0.672384759155	3	false	false
Turaco	CR_09	CR_09_A005	49565617	49619656	pri.chr5	71784262	71855442	+	0.654804863154	3	false	false
Cuckoo	CR_09	CR_09_A005	49565617	49619656	pri.CM030640.1	47737545	47796138	-	0.559651362905	2	false	false
Stork	CR_10	CR_10_A001	49627488	49727488	pri.CM030196.1	82686082	82785343	+	0.37887	5	false	false
Flamingo	CR_10	CR_10_A001	49627488	49727488	pri.chr4	61559951	61659274	+	0.40216	5	false	false
Dove	CR_10	CR_10_A001	49627488	49727488	1.LR594554.2	735457	815078	-	0.80144	1	false	false
Sandgrouse	CR_10	CR_10_A001	49627488	49727488	pri.chr15	21554881	21637947	+	0.77125	1	false	false
Turaco	CR_10	CR_10_A001	49627488	49727488	pri.chr5	1846118	1939582	+	0.59931	2	false	false
Cuckoo	CR_10	CR_10_A001	49627488	49727488	pri.CM030640.1	77759663	77818227	+	0.37273	2	false	false
Stork	CR_10	CR_10_A002	49727488	49827488	pri.CM030196.1	82824654	82930593	+	0.64807	9	false	false
Flamingo	CR_10	CR_10_A002	49727488	49827488	pri.chr4	61690992	61804037	+	0.71193	10	false	false
Dove	CR_10	CR_10_A002	49727488	49827488	1.LR594554.2	612850	709360	-	0.55865	6	false	false
Sandgrouse	CR_10	CR_10_A002	49727488	49827488	pri.chr15	21423110	21522151	+	0.70543	8	false	false
Turaco	CR_10	CR_10_A002	49727488	49827488	pri.chr5	1978760	2082144	+	0.5289	6	false	false
Cuckoo	CR_10	CR_10_A002	49727488	49827488	pri.CM030640.1	77855749	77955473	+	0.65303	9	false	false
Stork	CR_10	CR_10_A003	49827488	49927488	pri.CM030196.1	82937898	83069599	+	0.32656	5	false	false
Flamingo	CR_10	CR_10_A003	49827488	49927488	pri.chr4	61810968	61944745	+	0.34332	4	false	false
Dove	CR_10	CR_10_A003	49827488	49927488	1.LR594554.2	533222	622684	-	0.32403	4	false	false
Sandgrouse	CR_10	CR_10_A003	49827488	49927488	pri.chr15	21310272	21419782	+	0.39116	4	false	false
Turaco	CR_10	CR_10_A003	49827488	49927488	pri.chr5	2088912	2221281	+	0.38692	5	false	false
Cuckoo	CR_10	CR_10_A003	49827488	49927488	pri.CM030640.1	77985551	78074659	+	0.39028	4	false	false
Stork	CR_10	CR_10_A004	49927488	50027488	pri.CM030196.1	83061288	83121088	+	0.40517	6	false	false
Flamingo	CR_10	CR_10_A004	49927488	50027488	pri.chr4	61936394	62043440	+	0.44984	7	false	false
Dove	CR_10	CR_10_A004	49927488	50027488	1.LR594554.2	452535	540882	-	0.36449	5	false	false
Sandgrouse	CR_10	CR_10_A004	49927488	50027488	pri.chr15	21263872	21318200	+	0.40126	6	false	false
Turaco	CR_10	CR_10_A004	49927488	50027488	pri.chr5	2212701	2266705	+	0.35495	6	false	false
Cuckoo	CR_10	CR_10_A004	49927488	50027488	pri.CM030640.1	78063313	78123445	+	0.37508	5	false	false
Stork	CR_10	CR_10_A005	50027488	50127488	pri.CM030196.1	83236000	83314378	+	0.34453	3	false	false
Flamingo	CR_10	CR_10_A005	50027488	50127488	pri.chr4	62099375	62183867	+	0.28183	3	false	false
Dove	CR_10	CR_10_A005	50027488	50127488	1.LR594554.2	401905	1001687	+	0.63899	2	true	false
Sandgrouse	CR_10	CR_10_A005	50027488	50127488	pri.chr15	21125036	21218335	+	0.4331	5	false	false
Turaco	CR_10	CR_10_A005	50027488	50127488	pri.chr5	2329156	2436468	+	0.37239	4	false	false
Cuckoo	CR_10	CR_10_A005	50027488	50127488	pri.CM030640.1	78185005	78286075	+	0.36131	5	false	false
Stork	CR_10	CR_10_A006	50127488	50227488	pri.CM030196.1	83304357	83409256	+	0.62717	8	false	false
Flamingo	CR_10	CR_10_A006	50127488	50227488	pri.chr4	62173849	62276294	+	0.49643	6	false	false
Dove	CR_10	CR_10_A006	50127488	50227488	1.LR594554.2	923543	1020096	+	0.66238	3	false	false
Sandgrouse	CR_10	CR_10_A006	50127488	50227488	pri.chr15	21046147	21134871	+	0.53086	6	false	false
Turaco	CR_10	CR_10_A006	50127488	50227488	pri.chr5	2426780	2530334	+	0.49537	5	false	false
Cuckoo	CR_10	CR_10_A006	50127488	50227488	pri.CM030640.1	78275794	78382784	+	0.53146	6	false	false
Stork	CR_10	CR_10_A007	50227488	50327488	pri.CM030196.1	83422795	83516035	+	0.66725	8	false	false
Flamingo	CR_10	CR_10_A007	50227488	50327488	pri.chr4	62295289	62390655	+	0.61994	7	false	false
Dove	CR_10	CR_10_A007	50227488	50327488	1.LR594554.2	1034596	1113712	+	0.52148	6	false	false
Sandgrouse	CR_10	CR_10_A007	50227488	50327488	pri.chr15	20951095	21029031	+	0.56665	7	false	false
Turaco	CR_10	CR_10_A007	50227488	50327488	pri.chr5	2543016	2671879	+	0.64774	5	false	false
Cuckoo	CR_10	CR_10_A007	50227488	50327488	pri.CM030640.1	78376701	78469003	+	0.45625	6	false	false
Stork	CR_10	CR_10_A008	50327488	50431424	pri.CM030196.1	83548754	83631536	+	0.387700123153	4	false	false
Flamingo	CR_10	CR_10_A008	50327488	50431424					0.177185960591	2	false	true
Dove	CR_10	CR_10_A008	50327488	50431424	1.LR594554.2	1139781	1197907	+	0.386997767857	4	true	false
Sandgrouse	CR_10	CR_10_A008	50327488	50431424					0.181005618842	2	false	true
Turaco	CR_10	CR_10_A008	50327488	50431424	pri.chr5	2609274	2671879	+	0.484095982143	1	false	false
Cuckoo	CR_10	CR_10_A008	50327488	50431424	pri.CM030640.1	78461398	78511987	+	0.312682804803	4	false	false
Stork	CR_11	CR_11_A001	51797871	51897871	pri.CM030196.1	75964555	76108921	+	0.82222	2	false	false
Flamingo	CR_11	CR_11_A001	51797871	51897871	pri.chr4	76015730	76133402	+	0.59825	7	false	false
Dove	CR_11	CR_11_A001	51797871	51897871	1.LR594554.2	15218351	15325407	-	0.87802	1	false	false
Sandgrouse	CR_11	CR_11_A001	51797871	51897871	pri.chr15	10147575	10302559	+	0.99215	1	false	false
Turaco	CR_11	CR_11_A001	51797871	51897871	pri.chr5	8806532	9081346	+	1	1	false	false
Cuckoo	CR_11	CR_11_A001	51797871	51897871	pri.CM030640.1	71592633	71849790	+	0.82341	2	false	false
Stork	CR_11	CR_11_A002	51897871	51997871	pri.CM030196.1	76099124	76224257	+	0.58928	8	false	false
Flamingo	CR_11	CR_11_A002	51897871	51997871	pri.chr4	76157102	76268583	+	0.61979	6	false	false
Dove	CR_11	CR_11_A002	51897871	51997871	1.LR594554.2	15089839	15199047	-	0.5748	5	false	false
Sandgrouse	CR_11	CR_11_A002	51897871	51997871	pri.chr15	10147575	10373350	+	0.6985	6	false	false
