species	reference_position	left_run_id	right_run_id	left_query_chrom	right_query_chrom	left_relative_orientation	right_relative_orientation	reference_gap_bp	query_gap_bp	same_query_chromosome	relative_orientation_switch	query_order_consistent	query_order_reversal	query_overlap	query_jump_bp	reference_query_gap_discrepancy	scaffold_or_chromosome_switch	score_chromosome_switch	score_orientation_switch	score_order_reversal	score_query_jump	score_gap_discrepancy	breakpoint_score	evidence	persistent_regime_change	left_support_bp	right_support_bp	left_support_blocks	right_support_blocks
Sandgrouse	71175695	SAN_R0079	SAN_R0080	chr5	chr5	-	-	185772	260378	1	0	1	0	0	260378	74606	0	0	0	0	0.215090483376	0.175981765872	0.391072249248	weak_gap_signal	1	8821585	2687051	372	117
Sandgrouse	71405174	SAN_R0080	SAN_R0081	chr5	chr5	-	-	257408	311635	1	0	1	0	0	311635	54227	0	0	0	0	0.257432359059	0.127911471168	0.385343830226	weak_gap_signal	1	8829474	2679162	373	116
Sandgrouse	72064392	SAN_R0081	SAN_R0082	chr5	chr5	-	-	224417	256563	1	0	1	0	0	256563	32146	0	0	0	0	0.211939025903	0.0758264730144	0.287765498917	weak_gap_signal	1	9247780	2260856	393	96
Sandgrouse	72368880	SAN_R0082	SAN_R0083	chr5	chr5	-	-	229800	283567	1	0	1	0	0	283567	53767	0	0	0	0	0.234246223182	0.126826416181	0.361072639363	weak_gap_signal	1	9325159	2183477	395	94
Sandgrouse	74667257	SAN_R0083	SAN_R0084	chr5	chr5	-	+	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	11508636	8479	489	1
Sandgrouse	74675736	SAN_R0084	SAN_R0085	chr5	chr5	+	-	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	8479	1034801	1	50
Sandgrouse	75710944	SAN_R0085	SAN_R0086	chr5	chr5	-	+	815	636	1	1	0	1	0	636	179	0	0	3	3	0.000525380590631	0.000422227918546	6.00094760851	orientation_switch,order_reversal	0	1034801	6914	50	1
Sandgrouse	75719148	SAN_R0086	SAN_R0087	chr5	chr5	+	-	1765	7109	1	1	0	1	0	7109	5344	0	0	3	3	0.0058725324195	0.0126055083615	6.01847804078	orientation_switch,order_reversal	0	6914	13666824	1	642
Sandgrouse	85789910	SAN_R0087	SAN_R0088	chr5	chr5	-	-	264075	22041	1	0	1	0	0	22041	242034	0	0	0	0	0.0182074113178	0.570913475069	0.589120886387	weak_gap_signal	1	9937842	3728982	499	143
Sandgrouse	86814309	SAN_R0088	SAN_R0089	chr5	chr5	-	-	157622	168698	1	0	1	0	0	168698	11076	0	0	0	0	0.139356375595	0.0261262370157	0.165482612611	weak_gap_signal	0	10751392	2915432	526	116
Sandgrouse	88608532	SAN_R0089	SAN_R0090	chr5	chr5	-	-	132995	160464	1	0	1	0	0	160464	27469	0	0	0	0	0.1325545143	0.0647942943829	0.197348808683	weak_gap_signal	0	12400307	1266517	584	58
Sandgrouse	88775438	SAN_R0090	SAN_R0091	chr5	chr5	-	-	172097	205818	1	0	1	0	0	205818	33721	0	0	0	0	0.170020098117	0.0795416069346	0.249561705052	weak_gap_signal	1	12414667	1252157	586	56
Sandgrouse	89173434	SAN_R0091	SAN_R0092	chr5	chr5	-	-	123361	152934	1	0	1	0	0	152934	29573	0	0	0	0	0.126334206364	0.0697572415372	0.196091447901	weak_gap_signal	0	12664933	1001891	597	45
Sandgrouse	89584664	SAN_R0092	SAN_R0093	chr5	chr5	-	-	169435	210193	1	0	1	0	0	210193	40758	0	0	0	0	0.173634154853	0.0961405894084	0.269774744262	weak_gap_signal	1	12929765	737059	609	33
Sandgrouse	89959304	SAN_R0093	SAN_R0094	chr5	chr5	-	-	149033	201105	1	0	1	0	0	201105	52072	0	0	0	0	0.166126829684	0.122828224439	0.288955054123	weak_gap_signal	1	13145171	521653	614	28
Sandgrouse	90106098	SAN_R0094	SAN_R0095	chr5	chr5	-	-	133483	159431	1	0	1	0	0	159431	25948	0	0	0	0	0.131701183876	0.0612065364829	0.192907720359	weak_gap_signal	0	13150707	516117	615	27
Sandgrouse	90721820	SAN_R0095	SAN_R0096	chr5	chr5	-	+	65728	530615	1	1	0	1	0	530615	464887	0	0	3	3	0.438325191978	1.09658251603	7.53490770801	orientation_switch,order_reversal,gap_discrepancy	0	13666824	168958	642	7
Sandgrouse	90945465	SAN_R0096	SAN_R0097	chr5	chr5	+	+	194436	252164	1	0	1	0	0	252164	57728	0	0	0	0	0.208305143484	0.136169683139	0.344474826623	weak_gap_signal	0	93563	75395	4	3
Turaco	603074	TUR_R0001	TUR_R0002	chr13	chr13	+	+	158847	208401	1	0	1	0	0	208401	49554	0	0	0	0	0.172153837214	0.116888727797	0.289042565011	weak_gap_signal	1	429268	732660	15	30
Turaco	1108690	TUR_R0002	TUR_R0003	chr13	chr13	+	+	124753	158502	1	0	1	0	0	158502	33749	0	0	0	0	0.130933764743	0.0796076537598	0.210541418502	weak_gap_signal	0	793083	368845	31	14
Turaco	1462202	TUR_R0003	TUR_R0004	chr13	chr13	+	+	104626	177226	1	0	1	0	0	177226	72600	0	0	0	0	0.146401101502	0.171249982606	0.317651084108	weak_gap_signal	0	1031906	130022	38	7
Turaco	1563579	TUR_R0004	TUR_R0005	chr13	chr13	+	+	68224	21636125	1	0	1	0	0	21636125	21567901	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	1046858	115070	39	6
Turaco	1751800	TUR_R0005	TUR_R0006	chr13	chr13	+	+	166787	361388	1	0	1	0	0	361388	194601	0	0	0	0	0.298531825294	0.459027794285	0.757559619579	weak_gap_signal	0	1117574	44354	42	3
Turaco	1949860	TUR_R0006	TUR_R0007	chr13	chr13	+	-	140623	12407595	1	1	0	1	0	12407595	12266972	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1161928	5725567	45	223
Turaco	3643697	TUR_R0007	TUR_R0008	chr13	chr13	-	-	128664	179464	1	0	1	0	0	179464	50800	0	0	0	0	0.148249846411	0.11982781152	0.268077657931	weak_gap_signal	0	1559194	4166373	50	173
Turaco	7875972	TUR_R0008	TUR_R0009	chr13	chr6	-	+	3140		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	5725567	8442	223	1
Turaco	7886551	TUR_R0009	TUR_R0010	chr6	chr13	+	-	1134		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	8442	10617482	1	472
Turaco	9504880	TUR_R0010	TUR_R0011	chr13	chr13	-	-	4827	-21524532	1	0	0	1	21524532	21524532	21519705	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1615349	9002133	63	409
Turaco	9597849	TUR_R0011	TUR_R0012	chr13	chr13	-	-	8480	9583620	1	0	1	0	0	9583620	9575140	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1701664	8915818	64	408
Turaco	10975318	TUR_R0012	TUR_R0013	chr13	chr13	-	-	45698	-11411362	1	0	0	1	11411362	11411362	11365664	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	3052044	7565438	119	353
Turaco	18563605	TUR_R0013	TUR_R0014	chr13	chr13	-	+	0	7	1	1	0	1	0	7	7	0	0	3	3	5.78249077739e-06	1.65117063119e-05	6.0000222942	orientation_switch,order_reversal	0	10617482	19238	472	1
Turaco	18583858	TUR_R0014	TUR_R0015	chr13	chr13	+	-	2029	0	1	1	0	1	0	0	2029	0	0	3	3	0	0.00478603601525	6.00478603602	orientation_switch,order_reversal	0	19238	114161	1	1
Turaco	18996412	TUR_R0015	TUR_R0016	chr13	chr13	-	+	594759	316329	1	1	0	1	0	316329	278430	0	0	3	3	0.26130993216	0.65676491263	6.91807484479	orientation_switch,order_reversal	0	114161	278286	1	5
Turaco	19587330	TUR_R0016	TUR_R0017	chr13	chr13	+	+	132069	219179	1	0	1	0	0	219179	87110	0	0	0	0	0.181057220871	0.205476390975	0.386533611846	weak_gap_signal	0	227503	50783	4	1
Turaco	19760078	TUR_R0017	TUR_R0018	chr13	chr5	+	-	111863		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	278286	1160576	5	35
Turaco	20982170	TUR_R0018	TUR_R0019	chr5	chr5	-	+	11169	14933	1	1	0	1	0	14933	3764	0	0	3	3	0.0123357049684	0.0088785803654	6.02121428533	orientation_switch,order_reversal	0	1160576	6988	35	1
Turaco	20998255	TUR_R0019	TUR_R0020	chr5	chr5	+	-	7024	26100	1	1	0	1	0	26100	19076	0	0	3	3	0.0215604298986	0.044996758515	6.06655718841	orientation_switch,order_reversal	0	6988	191756	1	9
Turaco	21193523	TUR_R0020	TUR_R0021	chr5	chr5	-	+	0	1111	1	1	0	1	0	1111	1111	0	0	3	3	0.000917763893383	0.00262064367321	6.00353840757	orientation_switch,order_reversal	0	191756	130599	9	1
Turaco	21325726	TUR_R0021	TUR_R0022	chr5	chr5	+	-	3209	858	1	1	0	1	0	858	2351	0	0	3	3	0.000708768155286	0.0055455745056	6.00625434266	orientation_switch,order_reversal	0	130599	3719834	1	150
Turaco	23163428	TUR_R0022	TUR_R0023	chr5	chr5	-	-	157206	191242	1	0	1	0	0	191242	34036	0	0	0	0	0.157979300179	0.0802846337186	0.238263933897	weak_gap_signal	0	1757494	1962340	66	84
Turaco	25213030	TUR_R0023	TUR_R0024	chr5	chr5	-	+	17318	5078	1	1	0	1	0	5078	12240	0	0	3	3	0.00419478402394	0.0288718978939	6.03306668192	orientation_switch,order_reversal	1	3719834	1210188	150	51
Turaco	25563228	TUR_R0024	TUR_R0025	chr5	chr5	+	+	24099	-54947969	1	0	0	1	54947969	54947969	54923870	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	329490	880698	13	38
Turaco	26467470	TUR_R0025	TUR_R0026	chr5	chr5	+	-	22987	386639	1	1	0	1	0	386639	363652	0	0	3	3	0.319390921669	0.857787860531	7.1771787822	orientation_switch,order_reversal	0	1210188	7297	51	1
Turaco	26492926	TUR_R0026	TUR_R0027	chr5	chr5	-	+	13332	378898	1	1	0	1	0	378898	365566	0	0	3	3	0.312996312939	0.8623026328	7.17529894574	orientation_switch,order_reversal	0	7297	1552638	1	27
Turaco	28064081	TUR_R0027	TUR_R0028	chr5	chr5	+	-	23702	4016	1	1	0	1	0	4016	19686	0	0	3	3	0.003317497566	0.0464356357793	6.04975313335	orientation_switch,order_reversal	0	1552638	24996	27	1
Turaco	28107818	TUR_R0028	TUR_R0029	chr5	chr5	-	+	13779	45859	1	1	0	1	0	45859	32080	0	0	3	3	0.0378827492229	0.075670791212	6.11355354043	orientation_switch,order_reversal	0	24996	5117499	1	276
Turaco	33234418	TUR_R0029	TUR_R0030	chr5	chr5	+	-	4423	52876560	1	1	0	1	0	52876560	52872137	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	5117499	766639	276	35
Turaco	34021648	TUR_R0030	TUR_R0031	chr5	chr5	-	-	59181	67382006	1	0	1	0	0	67382006	67322825	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	755429	11210	34	1
Turaco	34069462	TUR_R0031	TUR_R0032	chr5	chr5	-	+	14026	73688759	1	1	0	1	0	73688759	73674733	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	766639	510010	35	5
Turaco	34232158	TUR_R0032	TUR_R0033	chr5	chr5	+	+	10069	-68260034	1	0	0	1	68260034	68260034	68249965	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	150648	359362	1	4
Turaco	34586964	TUR_R0033	TUR_R0034	chr5	chr5	+	+	17920	-5986500	1	0	0	1	5986500	5986500	5968580	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	491460	18550	4	1
Turaco	34618627	TUR_R0034	TUR_R0035	chr5	chr5	+	-	8306	35076	1	1	0	1	0	35076	26770	0	0	3	3	0.0289752352154	0.0631454825669	6.09212071778	orientation_switch,order_reversal	0	510010	119226	5	1
Turaco	34753792	TUR_R0035	TUR_R0036	chr5	chr5	-	+	23572	1703828	1	1	0	1	0	1703828	1680256	0	0	3	3	1.40748138518	2	9.40748138518	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	119226	7460141	1	342
Turaco	35025696	TUR_R0036	TUR_R0037	chr5	chr5	+	+	1547	70582334	1	0	1	0	0	70582334	70580787	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	259345	7200796	1	341
Turaco	37261874	TUR_R0037	TUR_R0038	chr5	chr5	+	+	11803	3528314	1	0	1	0	0	3528314	3516511	0	0	0	0	2.91463473782	2	4.91463473782	large_query_jump,gap_discrepancy	1	2488848	4971293	95	247
Turaco	39240738	TUR_R0038	TUR_R0039	chr5	chr5	+	+	9743	-23403923	1	0	0	1	23403923	23403923	23394180	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	4456938	3003203	191	151
Turaco	42273198	TUR_R0039	TUR_R0040	chr5	chr5	+	-	48773	2869304	1	1	0	1	0	2869304	2820531	0	0	3	3	2.37024627393	2	10.3702462739	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	7460141	98106	342	3
Turaco	42395904	TUR_R0040	TUR_R0041	chr5	chr5	-	+	427	1100	1	1	0	1	0	1100	673	0	0	3	3	0.000908677122161	0.00158748262113	6.00249615974	orientation_switch,order_reversal	0	98106	14226	3	1
Turaco	42411776	TUR_R0041	TUR_R0042	chr5	chr5	+	-	2863	9562	1	1	0	1	0	9562	6699	0	0	3	3	0.00789888240192	0.0158017029404	6.02370058534	orientation_switch,order_reversal	0	14226	159805	1	3
Turaco	42576219	TUR_R0042	TUR_R0043	chr5	chr5	-	+	6414	1279	1	1	0	1	0	1279	5135	0	0	3	3	0.00105654367204	0.0121125159873	6.01316905966	orientation_switch,order_reversal	0	159805	45730	3	1
Turaco	42625398	TUR_R0043	TUR_R0044	chr5	chr5	+	-	485	10646	1	1	0	1	0	10646	10161	0	0	3	3	0.0087943424023	0.0239679211193	6.03276226352	orientation_switch,order_reversal	0	45730	2483376	1	90
Turaco	44647530	TUR_R0044	TUR_R0045	chr5	chr5	-	-	58647	60210870	1	0	1	0	0	60210870	60152223	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1992565	490811	74	16
Turaco	44810180	TUR_R0045	TUR_R0046	chr5	chr5	-	-	125921	249339	1	0	1	0	0	249339	123418	0	0	0	0	0.205971495421	0.291120252799	0.49709174822	weak_gap_signal	1	2062931	420445	77	13
Turaco	45435231	TUR_R0046	TUR_R0047	chr5	chr5	-	-	294004	-20068361	1	0	0	1	20068361	20068361	19774357	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	2478020	5356	89	1
Turaco	45614290	TUR_R0047	TUR_R0048	chr5	chr5	-	+	53401	1432424	1	1	0	1	0	1432424	1379023	0	0	3	3	1.18328265276	2	9.18328265276	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2483376	474268	90	17
Turaco	45744446	TUR_R0048	TUR_R0049	chr5	chr5	+	+	173108	352455	1	0	1	0	0	352455	179347	0	0	0	0	0.291152540992	0.423046427416	0.714198968408	weak_gap_signal	0	16902	457366	1	16
Turaco	46218440	TUR_R0049	TUR_R0050	chr5	chr5	+	+	127943	213263	1	0	1	0	0	213263	85320	0	0	0	0	0.176170190094	0.20125411179	0.377424301884	weak_gap_signal	0	340370	133898	12	5
Turaco	46423282	TUR_R0050	TUR_R0051	chr5	chr5	+	-	13947	1166459	1	1	0	1	0	1166459	1152512	0	0	3	3	0.963576915672	2	8.96357691567	orientation_switch,order_reversal,gap_discrepancy	1	474268	2415519	17	71
Turaco	47228924	TUR_R0051	TUR_R0052	chr5	chr5	-	-	438335	-67292909	1	0	0	1	67292909	67292909	66854574	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	579501	1836018	17	54
Turaco	47611596	TUR_R0052	TUR_R0053	chr5	chr5	-	-	175591	162538	1	0	1	0	0	162538	13053	0	0	0	0	0.134267783711	0.0307896146412	0.165057398352	weak_gap_signal	0	655209	1760310	19	52
Turaco	48593707	TUR_R0053	TUR_R0054	chr5	chr5	-	-	142906	163658	1	0	1	0	0	163658	20752	0	0	0	0	0.135192982235	0.0489501327691	0.184143115004	weak_gap_signal	0	1478072	937447	45	26
Turaco	49157582	TUR_R0054	TUR_R0055	chr5	chr5	-	-	16071	10887748	1	0	1	0	0	10887748	10871677	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1962458	453061	60	11
Turaco	49623083	TUR_R0055	TUR_R0056	chr5	chr5	-	+	8810	69112383	1	1	0	1	0	69112383	69103573	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2415519	750315	71	31
Turaco	50411514	TUR_R0056	TUR_R0057	chr5	chr5	+	-	67421	59013	1	1	0	1	0	59013	8408	0	0	3	3	0.0487488754637	0.0198329180957	6.06858179356	orientation_switch,order_reversal	1	750315	4614872	31	220
Turaco	50484064	TUR_R0057	TUR_R0058	chr5	chr5	-	-	66435	1323396	1	0	1	0	0	1323396	1256961	0	0	0	0	1.09321788069	2	3.09321788069	large_query_jump,gap_discrepancy	0	5622	4609250	1	219
Turaco	50661368	TUR_R0058	TUR_R0059	chr5	chr5	-	-	141696	103140	1	0	1	0	0	103140	38556	0	0	0	0	0.0852008712543	0.0909464783657	0.17614734962	weak_gap_signal	0	78861	4536011	3	217
Turaco	50948141	TUR_R0059	TUR_R0060	chr5	chr5	-	-	96980	-82191080	1	0	0	1	82191080	82191080	82094100	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	246296	4368576	12	208
Turaco	51783703	TUR_R0060	TUR_R0061	chr5	chr5	-	-	28336	73321903	1	0	1	0	0	73321903	73293567	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1019200	3595672	42	178
Turaco	55393543	TUR_R0061	TUR_R0062	chr5	chr5	-	+	0	839	1	1	0	1	0	839	839	0	0	3	3	0.000693072823176	0.00197904594224	6.00267211877	orientation_switch,order_reversal	1	4614872	356476	220	10
Turaco	55750019	TUR_R0062	TUR_R0063	chr5	chr5	+	-	0	1	1	1	0	1	0	1	1	0	0	3	3	8.26070111056e-07	2.35881518741e-06	6.00000318489	orientation_switch,order_reversal	1	356476	948501	10	39
Turaco	56712451	TUR_R0063	TUR_R0064	chr5	chr5	-	+	27862	685994	1	1	0	1	0	685994	658132	0	0	3	3	0.566679139764	1.55241175692	8.11909089668	orientation_switch,order_reversal,gap_discrepancy	1	948501	3078075	39	156
Turaco	56889390	TUR_R0064	TUR_R0065	chr5	chr5	+	+	104637	154447	1	0	1	0	0	154447	49810	0	0	0	0	0.127584050442	0.117492584485	0.245076634927	weak_gap_signal	0	110689	2967386	1	155
Turaco	57204202	TUR_R0065	TUR_R0066	chr5	chr5	+	+	2918	73881874	1	0	1	0	0	73881874	73878956	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	371724	2706351	13	143
Turaco	58171754	TUR_R0066	TUR_R0067	chr5	chr5	+	+	40355	-3432822	1	0	0	1	3432822	3432822	3392467	0	0	0	3	2.83575165077	2	7.83575165077	order_reversal,large_query_jump,gap_discrepancy	1	1317639	1760436	65	91
Turaco	59982754	TUR_R0067	TUR_R0068	chr5	chr5	+	-	60775	3873245	1	1	0	1	0	3873245	3812470	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	3078075	7141529	156	290
Turaco	61035163	TUR_R0068	TUR_R0069	chr5	chr5	-	-	38836	23464684	1	0	1	0	0	23464684	23425848	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1002603	6138926	25	265
Turaco	61471266	TUR_R0069	TUR_R0070	chr5	chr5	-	-	134448	223666	1	0	1	0	0	223666	89218	0	0	0	0	0.184763797459	0.21044877339	0.39521257085	weak_gap_signal	1	1352064	5789465	37	253
Turaco	66842843	TUR_R0070	TUR_R0071	chr5	chr5	-	-	124276	198946	1	0	1	0	0	198946	74670	0	0	0	0	0.164343344314	0.176132730044	0.340476074358	weak_gap_signal	0	6594279	547250	266	24
Turaco	67301544	TUR_R0071	TUR_R0072	chr5	chr5	-	-	101051	148780	1	0	1	0	0	148780	47729	0	0	0	0	0.122902711123	0.11258389008	0.235486601203	weak_gap_signal	0	6940317	201212	282	8
Turaco	67554792	TUR_R0072	TUR_R0073	chr5	chr5	-	+	3020	5725	1	1	0	1	0	5725	2705	0	0	3	3	0.00472925138579	0.00638059508194	6.01110984647	orientation_switch,order_reversal	0	7141529	19542	290	1
Turaco	67577502	TUR_R0073	TUR_R0074	chr5	chr5	+	-	3317	2739	1	1	0	1	0	2739	578	0	0	3	3	0.00226260603418	0.00136339517832	6.00362600121	orientation_switch,order_reversal	0	19542	3777601	1	183
Turaco	70152346	TUR_R0074	TUR_R0075	chr5	chr5	-	-	111425	170199	1	0	1	0	0	170199	58774	0	0	0	0	0.140596306832	0.138637003825	0.279233310656	weak_gap_signal	0	2517473	1260128	129	54
Turaco	71158975	TUR_R0075	TUR_R0076	chr5	chr5	-	-	323180	552190	1	0	1	0	0	552190	229010	0	0	0	0	0.456147654624	0.540192266068	0.996339920692	weak_gap_signal	1	3306799	470802	158	25
Turaco	71448796	TUR_R0076	TUR_R0077	chr5	chr5	-	-	240929	367198	1	0	1	0	0	367198	126269	0	0	0	0	0.303331292639	0.297845234899	0.601176527538	weak_gap_signal	1	3314565	463036	159	24
Turaco	72129971	TUR_R0077	TUR_R0078	chr5	chr5	-	-	232058	364776	1	0	1	0	0	364776	132718	0	0	0	0	0.30133055083	0.313057234042	0.614387784873	weak_gap_signal	0	3759247	18354	181	2
Turaco	72338328	TUR_R0078	TUR_R0079	chr5	chr5	-	-	164237	232096	1	0	1	0	0	232096	67859	0	0	0	0	0.191727568496	0.160066839802	0.351794408298	weak_gap_signal	0	3769457	8144	182	1
Turaco	72428934	TUR_R0079	TUR_R0080	chr5	chr5	-	+	686	4498	1	1	0	1	0	4498	3812	0	0	3	3	0.00371566335953	0.0089918034944	6.01270746685	orientation_switch,order_reversal	0	3777601	7773	183	1
Turaco	72460351	TUR_R0080	TUR_R0081	chr5	chr5	+	-	46602	58146	1	1	0	1	0	58146	11544	0	0	3	3	0.0480326726775	0.0272301625234	6.0752628352	orientation_switch,order_reversal	0	7773	12462007	1	599
Turaco	76152240	TUR_R0081	TUR_R0082	chr5	chr5	-	-	0	-43430	1	0	0	1	43430	43430	43430	0	0	0	3	0.0358762249232	0.102443343589	3.13831956851	order_reversal	1	3668588	8793419	189	410
Turaco	84945659	TUR_R0082	TUR_R0083	chr5	chr5	-	+	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	12462007	5168	599	1
Turaco	84950827	TUR_R0083	TUR_R0084	chr5	chr5	+	-	0	322	1	1	0	1	0	322	322	0	0	3	3	0.00026599457576	0.000759538490345	6.00102553307	orientation_switch,order_reversal	0	5168	4301862	1	156
Turaco	85778112	TUR_R0084	TUR_R0085	chr5	chr5	-	-	298353	69619	1	0	1	0	0	69619	228734	0	0	0	0	0.0575101750616	0.539541233077	0.597051408138	weak_gap_signal	1	678108	3623754	22	134
Turaco	87044834	TUR_R0085	TUR_R0086	chr5	chr5	-	-	124483	168282	1	0	1	0	0	168282	43799	0	0	0	0	0.139012730429	0.103313746393	0.242326476822	weak_gap_signal	0	1733412	2568450	54	102
Turaco	88091206	TUR_R0086	TUR_R0087	chr5	chr5	-	-	121153	143515	1	0	1	0	0	143515	22362	0	0	0	0	0.118553451988	0.0527478252208	0.171301277209	weak_gap_signal	0	2656966	1644896	97	59
Turaco	88495108	TUR_R0087	TUR_R0088	chr5	chr5	-	-	215835	311662	1	0	1	0	0	311662	95827	0	0	0	0	0.257454662952	0.226038182964	0.483492845916	weak_gap_signal	1	2892374	1409488	104	52
Turaco	88775438	TUR_R0088	TUR_R0089	chr5	chr5	-	-	172097	241156	1	0	1	0	0	241156	69059	0	0	0	0	0.199211763702	0.162897418027	0.362109181729	weak_gap_signal	1	2978739	1323123	107	49
Turaco	89559238	TUR_R0089	TUR_R0090	chr5	chr5	-	-	152790	192334	1	0	1	0	0	192334	39544	0	0	0	0	0.15888136874	0.0932769877709	0.252158356511	weak_gap_signal	0	3600095	701767	129	27
Turaco	89903208	TUR_R0090	TUR_R0091	chr5	chr5	-	-	139992	212072	1	0	1	0	0	212072	72080	0	0	0	0	0.175186340592	0.170023398708	0.3452097393	weak_gap_signal	1	3797674	504188	134	22
Turaco	90084915	TUR_R0091	TUR_R0092	chr5	chr5	-	-	211464	272190	1	0	1	0	0	272190	60726	0	0	0	0	0.224848023528	0.143241411071	0.368089434599	weak_gap_signal	1	3803653	498209	135	21
Turaco	90727710	TUR_R0092	TUR_R0093	chr5	chrUn_WOXW01000101v1	-	+	77708		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	4301862	144129	156	2
Turaco	90929120	TUR_R0093	TUR_R0094	chrUn_WOXW01000101v1	chrUn_WOXW01000042v1	+	+	36855		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	144129	10449	2	1
Turaco	91007046	TUR_R0094	TUR_R0095	chrUn_WOXW01000042v1	chr5	+	-	98099		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	10449	21156	1	3
Turaco	91129418	TUR_R0095	TUR_R0096	chr5	chr5	-	-	135311	64593672	1	0	1	0	0	64593672	64458361	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	5666	15490	1	2
Turaco	91252306	TUR_R0096	TUR_R0097	chr5	chr5	-	-	97907	9541785	1	0	1	0	0	9541785	9443878	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	11946	9210	2	1
Cuckoo	633746	CUC_R0001	CUC_R0002	CM030646.1	CM030646.1	+	+	101691	134532	1	0	1	0	0	134532	32841	0	0	0	0	0.111132864181	0.0774658495697	0.18859871375	weak_gap_signal	0	492781	406128	18	19
Cuckoo	1090330	CUC_R0002	CUC_R0003	CM030646.1	CM030646.1	+	+	161471	214621	1	0	1	0	0	214621	53150	0	0	0	0	0.177291993305	0.125371027211	0.302663020516	weak_gap_signal	0	817784	81125	30	7
Cuckoo	1297376	CUC_R0003	CUC_R0004	CM030646.1	CM030646.1	+	+	171857	209209	1	0	1	0	0	209209	37352	0	0	0	0	0.172821301864	0.0881064648801	0.260927766744	weak_gap_signal	0	858165	40744	33	4
Cuckoo	1462202	CUC_R0004	CUC_R0005	CM030646.1	CM030646.1	+	+	104626	148804	1	0	1	0	0	148804	44178	0	0	0	0	0.122922536806	0.104207737349	0.227130274155	weak_gap_signal	0	884750	14159	36	1
Cuckoo	1531032	CUC_R0005	CUC_R0006	CM030646.1	CM030646.1	+	-	4717	18946532	1	1	0	1	0	18946532	18941815	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	898909	125120	37	6
Cuckoo	1604572	CUC_R0006	CUC_R0007	CM030646.1	CM030646.1	-	-	117647	194764	1	0	1	0	0	194764	77117	0	0	0	0	0.16088871911	0.181904750807	0.342793469917	weak_gap_signal	0	12358	112762	1	5
Cuckoo	1759846	CUC_R0007	CUC_R0008	CM030646.1	CM030646.1	-	-	182645	507183	1	0	1	0	0	507183	324538	0	0	0	0	0.418968717136	0.765525163291	1.18449388043	weak_gap_signal	0	17486	107634	2	4
Cuckoo	1954376	CUC_R0008	CUC_R0009	CM030646.1	CM030646.1	-	-	149705	9671580	1	0	1	0	0	9671580	9521875	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	45840	79280	4	2
